D2, TICKS, ALPHA, EGS, ACCURACY, PROBLEM, CHOICE
1/4, 10, 0, 0, 0, 27.015, 1.1350002
1/4, 10, 0, 0, 1, 21.24, 1.1350002
1/4, 10, 0, 0, 1, 26.28, 1.0849991
1/4, 10, 0, 0, 1, 31.391, 1.1350021
1/4, 10, 0, 0, 0, 19.475, 1.1350002
1/4, 10, 0, 0, 0, 25.045, 1.1350002
1/4, 10, 0, 0, 0, 24.448, 1.085001
1/4, 10, 0, 0, 0, 25.038, 1.1350002
1/4, 10, 0, 0, 1, 21.225, 1.1350002
1/4, 10, 0, 0, 0, 21.107, 1.1350002
1/4, 10, 0, 0, 1, 24.557, 1.1350002
1/4, 10, 0, 0, 0, 22.34, 1.1350002
1/4, 10, 0, 0, 0, 18.224, 1.0849991
1/4, 10, 0, 0, 0, 22.02, 1.1350002
1/4, 10, 0, 0, 1, 20.68, 1.0849991
1/4, 10, 0, 0, 0, 22.368, 1.1350002
1/4, 10, 0, 0, 1, 21.046, 1.085001
1/4, 10, 0, 0, 1, 19.954, 1.0849991
1/4, 10, 0, 0, 0, 24.68, 1.1350002
1/4, 10, 0, 0, 0, 17.916, 1.1350002
1/4, 10, 0, 1/10, 1, 26.996, 1.1350002
1/4, 10, 0, 1/10, 1, 22.665, 1.1349983
1/4, 10, 0, 1/10, 0, 26.252, 1.1349983
1/4, 10, 0, 1/10, 0, 26.051, 1.1350002
1/4, 10, 0, 1/10, 1, 28.221, 1.1350002
1/4, 10, 0, 1/10, 0, 18.062, 1.1350002
1/4, 10, 0, 1/10, 0, 27.83, 1.1350002
1/4, 10, 0, 1/10, 1, 20.01, 1.1350002
1/4, 10, 0, 1/10, 1, 20.325, 1.1349983
1/4, 10, 0, 1/10, 1, 21.433, 1.1350002
1/4, 10, 0, 1/10, 1, 21.025, 1.1350002
1/4, 10, 0, 1/10, 0, 19.535, 1.1350002
1/4, 10, 0, 1/10, 1, 21.675, 1.1350002
1/4, 10, 0, 1/10, 0, 19.185, 1.085001
1/4, 10, 0, 1/10, 0, 20.787, 1.1350002
1/4, 10, 0, 1/10, 1, 23.107, 1.1350002
1/4, 10, 0, 1/10, 0, 24.157, 1.1350002
1/4, 10, 0, 1/10, 1, 18.468, 1.1350002
1/4, 10, 0, 1/10, 0, 21.925, 1.1350002
1/4, 10, 0, 1/10, 0, 22.729, 1.0849991
1/4, 10, 0, 1/5, 0, 22.19, 1.1350002
1/4, 10, 0, 1/5, 0, 20.935, 1.085001
1/4, 10, 0, 1/5, 0, 12.601, 1.1350002
1/4, 10, 0, 1/5, 1, 20.36, 1.1350002
1/4, 10, 0, 1/5, 1, 22.358, 1.1350002
1/4, 10, 0, 1/5, 1, 21.965, 1.1350002
1/4, 10, 0, 1/5, 0, 19.035, 1.1350002
1/4, 10, 0, 1/5, 0, 24.479, 1.1350002
1/4, 10, 0, 1/5, 0, 24.382, 1.1350002
1/4, 10, 0, 1/5, 1, 31.402, 1.1349983
1/4, 10, 0, 1/5, 0, 20.505, 1.085001
1/4, 10, 0, 1/5, 1, 20.855, 1.085001
1/4, 10, 0, 1/5, 0, 24.38, 1.1350002
1/4, 10, 0, 1/5, 0, 25.058, 1.1350002
1/4, 10, 0, 1/5, 1, 18.535, 1.1350002
1/4, 10, 0, 1/5, 0, 24.07, 1.1350002
1/4, 10, 0, 1/5, 0, 23.204, 1.1350002
1/4, 10, 0, 1/5, 0, 23.96, 1.1350002
1/4, 10, 0, 1/5, 1, 20.09, 1.1350002
1/4, 10, 0, 1/5, 1, 21.655, 1.1350002
1/4, 10, 0, 3/10, 0, 21.868, 1.1350002
1/4, 10, 0, 3/10, 1, 19.99, 1.1350002
1/4, 10, 0, 3/10, 1, 26.244, 1.085001
1/4, 10, 0, 3/10, 1, 24.056, 1.1350002
1/4, 10, 0, 3/10, 1, 18.085, 1.085001
1/4, 10, 0, 3/10, 0, 20.565, 1.1350002
1/4, 10, 0, 3/10, 0, 26.248, 1.1350002
1/4, 10, 0, 3/10, 0, 8.715, 1.1350002
1/4, 10, 0, 3/10, 0, 16.324, 1.1350002
1/4, 10, 0, 3/10, 1, 17.585, 1.1350002
1/4, 10, 0, 3/10, 0, 24.669, 1.1350002
1/4, 10, 0, 3/10, 0, 22.966, 1.1350002
1/4, 10, 0, 3/10, 1, 19.138, 1.1350002
1/4, 10, 0, 3/10, 0, 15.365, 1.1350002
1/4, 10, 0, 3/10, 0, 19.835, 1.1350002
1/4, 10, 0, 3/10, 1, 20.185, 1.1350002
1/4, 10, 0, 3/10, 1, 22.54, 1.0849991
1/4, 10, 0, 3/10, 0, 22.375, 1.1350002
1/4, 10, 0, 3/10, 0, 21.74, 1.085001
1/4, 10, 0, 3/10, 0, 17.889, 1.085001
1/4, 10, 0, 2/5, 0, 18.185, 1.1350002
1/4, 10, 0, 2/5, 1, 30.041, 1.1349983
1/4, 10, 0, 2/5, 1, 12.329, 1.1349993
1/4, 10, 0, 2/5, 0, 23.946, 1.1350002
1/4, 10, 0, 2/5, 0, 16.89, 1.1350002
1/4, 10, 0, 2/5, 1, 19.066, 1.1350002
1/4, 10, 0, 2/5, 0, 18.5, 1.1350002
1/4, 10, 0, 2/5, 1, 23.45, 1.1349983
1/4, 10, 0, 2/5, 1, 18.541, 1.1350002
1/4, 10, 0, 2/5, 0, 17.176, 1.1350002
1/4, 10, 0, 2/5, 0, 20.125, 1.1350002
1/4, 10, 0, 2/5, 0, 20.625, 1.0849991
1/4, 10, 0, 2/5, 0, 16.494, 1.1350002
1/4, 10, 0, 2/5, 1, 18.497, 1.1350002
1/4, 10, 0, 2/5, 1, 20.884, 1.1349983
1/4, 10, 0, 2/5, 0, 24.115, 1.1350002
1/4, 10, 0, 2/5, 0, 22.44, 1.1350002
1/4, 10, 0, 2/5, 1, 20.54, 1.1349983
1/4, 10, 0, 2/5, 1, 18.284, 1.1350002
1/4, 10, 0, 2/5, 1, 28.478, 1.1350002
1/4, 10, 0, 1/2, 0, 22.975, 1.1350002
1/4, 10, 0, 1/2, 1, 17.85, 1.1350002
1/4, 10, 0, 1/2, 0, 26.235, 1.1350002
1/4, 10, 0, 1/2, 0, 24.315, 1.1350002
1/4, 10, 0, 1/2, 1, 23.855, 1.1350002
1/4, 10, 0, 1/2, 1, 18.935, 1.085001
1/4, 10, 0, 1/2, 0, 21.375, 1.1350002
1/4, 10, 0, 1/2, 0, 20.659, 1.1350002
1/4, 10, 0, 1/2, 1, 17.411, 1.1350002
1/4, 10, 0, 1/2, 1, 12.275, 1.1350002
1/4, 10, 0, 1/2, 1, 18.641, 1.0849991
1/4, 10, 0, 1/2, 1, 22.944, 1.1350002
1/4, 10, 0, 1/2, 1, 27.381, 1.1350002
1/4, 10, 0, 1/2, 1, 23.688, 1.1350002
1/4, 10, 0, 1/2, 1, 26.68, 1.1350002
1/4, 10, 0, 1/2, 1, 19.69, 1.1350002
1/4, 10, 0, 1/2, 1, 22.386, 1.1350002
1/4, 10, 0, 1/2, 1, 25.179, 1.1349983
1/4, 10, 0, 1/2, 0, 27.13, 1.1350002
1/4, 10, 0, 1/2, 1, 31.828, 1.0849991
1/4, 10, 1/5, 0, 0, 19.944, 1.1350002
1/4, 10, 1/5, 0, 1, 25.415, 1.0849991
1/4, 10, 1/5, 0, 0, 23.915, 1.0849991
1/4, 10, 1/5, 0, 0, 23.45, 1.1349983
1/4, 10, 1/5, 0, 1, 21.375, 1.0849991
1/4, 10, 1/5, 0, 1, 22.428, 1.1350002
1/4, 10, 1/5, 0, 1, 17.795, 1.1350002
1/4, 10, 1/5, 0, 0, 28.635, 1.1350002
1/4, 10, 1/5, 0, 0, 20.818, 1.0849991
1/4, 10, 1/5, 0, 0, 20.891, 1.0849991
1/4, 10, 1/5, 0, 0, 26.319, 1.0849991
1/4, 10, 1/5, 0, 0, 22.375, 1.1350002
1/4, 10, 1/5, 0, 0, 21.755, 1.1350002
1/4, 10, 1/5, 0, 1, 24.327, 1.1350002
1/4, 10, 1/5, 0, 1, 23.165, 1.0849991
1/4, 10, 1/5, 0, 0, 18.361, 1.0849991
1/4, 10, 1/5, 0, 0, 24.615, 1.1350002
1/4, 10, 1/5, 0, 1, 24.394, 1.1350002
1/4, 10, 1/5, 0, 0, 15.18, 1.0849991
1/4, 10, 1/5, 0, 0, 22.747, 1.1350002
1/4, 10, 1/5, 1/10, 1, 21.571, 1.1350002
1/4, 10, 1/5, 1/10, 0, 27.037, 1.1350002
1/4, 10, 1/5, 1/10, 1, 24.015, 1.085001
1/4, 10, 1/5, 1/10, 0, 15.515, 1.1350002
1/4, 10, 1/5, 1/10, 1, 18.393, 1.085001
1/4, 10, 1/5, 1/10, 1, 25.247, 1.1350002
1/4, 10, 1/5, 1/10, 0, 15.238, 1.1349983
1/4, 10, 1/5, 1/10, 0, 19.975, 1.0849991
1/4, 10, 1/5, 1/10, 0, 25.14, 1.085001
1/4, 10, 1/5, 1/10, 0, 23.36, 1.1350002
1/4, 10, 1/5, 1/10, 0, 25.723, 1.085001
1/4, 10, 1/5, 1/10, 1, 26.456, 1.1350002
1/4, 10, 1/5, 1/10, 0, 18.92, 1.1350002
1/4, 10, 1/5, 1/10, 1, 21.94, 1.1350002
1/4, 10, 1/5, 1/10, 1, 21.075, 1.1349983
1/4, 10, 1/5, 1/10, 1, 19.38, 1.1350002
1/4, 10, 1/5, 1/10, 0, 17.56, 1.1350002
1/4, 10, 1/5, 1/10, 0, 24.28, 1.0849991
1/4, 10, 1/5, 1/10, 0, 28.453, 1.1350002
1/4, 10, 1/5, 1/10, 0, 25.445, 1.085001
1/4, 10, 1/5, 1/5, 0, 18.918, 1.1350002
1/4, 10, 1/5, 1/5, 0, 21.29, 1.1349983
1/4, 10, 1/5, 1/5, 0, 19.725, 1.1350002
1/4, 10, 1/5, 1/5, 1, 21.995, 1.0849991
1/4, 10, 1/5, 1/5, 0, 22.991, 1.1350002
1/4, 10, 1/5, 1/5, 0, 24.53, 1.0849991
1/4, 10, 1/5, 1/5, 1, 18.614, 1.0849991
1/4, 10, 1/5, 1/5, 1, 25.097, 1.1350002
1/4, 10, 1/5, 1/5, 0, 19.59, 1.1350002
1/4, 10, 1/5, 1/5, 1, 19.735, 1.0849991
1/4, 10, 1/5, 1/5, 1, 17.75, 1.1350002
1/4, 10, 1/5, 1/5, 0, 22.602, 1.1350002
1/4, 10, 1/5, 1/5, 0, 22.388, 1.0849991
1/4, 10, 1/5, 1/5, 1, 18.32, 1.1350002
1/4, 10, 1/5, 1/5, 1, 17.445, 1.1350002
1/4, 10, 1/5, 1/5, 0, 22.025, 1.1350002
1/4, 10, 1/5, 1/5, 1, 12.975, 1.085
1/4, 10, 1/5, 1/5, 0, 22.291, 1.1350002
1/4, 10, 1/5, 1/5, 1, 23.08, 1.1350002
1/4, 10, 1/5, 1/5, 0, 15.961, 1.0849991
1/4, 10, 1/5, 3/10, 1, 28.845, 1.1350002
1/4, 10, 1/5, 3/10, 1, 27.668, 1.1350002
1/4, 10, 1/5, 3/10, 1, 21.682, 1.1350002
1/4, 10, 1/5, 3/10, 1, 24.021, 1.085001
1/4, 10, 1/5, 3/10, 1, 25.308, 1.1350002
1/4, 10, 1/5, 3/10, 0, 21.197, 1.0849991
1/4, 10, 1/5, 3/10, 1, 18.235, 1.1350002
1/4, 10, 1/5, 3/10, 0, 26.187, 1.1350002
1/4, 10, 1/5, 3/10, 1, 26.948, 1.085001
1/4, 10, 1/5, 3/10, 0, 24.928, 1.085001
1/4, 10, 1/5, 3/10, 1, 22.175, 1.1350002
1/4, 10, 1/5, 3/10, 1, 22.042, 1.1350002
1/4, 10, 1/5, 3/10, 1, 21.725, 1.1350002
1/4, 10, 1/5, 3/10, 1, 19.135, 1.1350002
1/4, 10, 1/5, 3/10, 0, 26.456, 1.085001
1/4, 10, 1/5, 3/10, 0, 22.965, 1.1350002
1/4, 10, 1/5, 3/10, 0, 17.335, 1.1350002
1/4, 10, 1/5, 3/10, 0, 22.19, 1.1350002
1/4, 10, 1/5, 3/10, 1, 22.393, 1.085001
1/4, 10, 1/5, 3/10, 0, 19.775, 1.1350002
1/4, 10, 1/5, 2/5, 0, 20.4, 1.085001
1/4, 10, 1/5, 2/5, 1, 36.742, 1.1349983
1/4, 10, 1/5, 2/5, 1, 23.065, 1.1350002
1/4, 10, 1/5, 2/5, 1, 19.675, 1.1350002
1/4, 10, 1/5, 2/5, 0, 22.79, 1.0849991
1/4, 10, 1/5, 2/5, 1, 21.38, 1.1350002
1/4, 10, 1/5, 2/5, 1, 25.69, 1.1350002
1/4, 10, 1/5, 2/5, 0, 22.932, 1.1350002
1/4, 10, 1/5, 2/5, 1, 23.576, 1.1350002
1/4, 10, 1/5, 2/5, 0, 23.793, 1.1350002
1/4, 10, 1/5, 2/5, 1, 28.826, 1.1350002
1/4, 10, 1/5, 2/5, 1, 17.248, 1.1350002
1/4, 10, 1/5, 2/5, 0, 21.175, 1.1350002
1/4, 10, 1/5, 2/5, 1, 28.63, 1.1350002
1/4, 10, 1/5, 2/5, 0, 42.517, 1.1350021
1/4, 10, 1/5, 2/5, 0, 24.74, 1.1350002
1/4, 10, 1/5, 2/5, 1, 28.316, 1.1350002
1/4, 10, 1/5, 2/5, 1, 25.455, 1.1350002
1/4, 10, 1/5, 2/5, 1, 19.575, 1.0849991
1/4, 10, 1/5, 2/5, 0, 13.074, 1.1349993
1/4, 10, 1/5, 1/2, 1, 25.665, 1.1349983
1/4, 10, 1/5, 1/2, 0, 15.933, 1.0849991
1/4, 10, 1/5, 1/2, 0, 19.685, 1.1350002
1/4, 10, 1/5, 1/2, 0, 17.982, 1.1350002
1/4, 10, 1/5, 1/2, 1, 22.585, 1.085001
1/4, 10, 1/5, 1/2, 0, 21.225, 1.1350002
1/4, 10, 1/5, 1/2, 1, 21.34, 1.0849991
1/4, 10, 1/5, 1/2, 1, 22.575, 1.1349983
1/4, 10, 1/5, 1/2, 0, 20.855, 1.1350002
1/4, 10, 1/5, 1/2, 0, 17.798, 1.1350002
1/4, 10, 1/5, 1/2, 0, 23.025, 1.1350002
1/4, 10, 1/5, 1/2, 0, 18.487, 1.085001
1/4, 10, 1/5, 1/2, 0, 24.244, 1.1350002
1/4, 10, 1/5, 1/2, 0, 25.195, 1.1350002
1/4, 10, 1/5, 1/2, 0, 19.418, 1.085001
1/4, 10, 1/5, 1/2, 0, 18.925, 1.1350002
1/4, 10, 1/5, 1/2, 0, 19.905, 1.1350002
1/4, 10, 1/5, 1/2, 1, 20.44, 1.0849991
1/4, 10, 1/5, 1/2, 1, 19.35, 1.1350002
1/4, 10, 1/5, 1/2, 0, 11.255, 1.1350002
1/4, 10, 2/5, 0, 1, 19.085, 1.085001
1/4, 10, 2/5, 0, 0, 20.831, 1.085001
1/4, 10, 2/5, 0, 0, 22.436, 1.0849991
1/4, 10, 2/5, 0, 1, 21.257, 1.0849991
1/4, 10, 2/5, 0, 1, 25.988, 1.1349983
1/4, 10, 2/5, 0, 1, 26.915, 1.1349983
1/4, 10, 2/5, 0, 0, 17.697, 1.1350002
1/4, 10, 2/5, 0, 1, 33.096, 1.0849991
1/4, 10, 2/5, 0, 1, 18.79, 1.0849991
1/4, 10, 2/5, 0, 1, 22.533, 1.1349983
1/4, 10, 2/5, 0, 0, 26.304, 1.0849991
1/4, 10, 2/5, 0, 0, 20.075, 1.1349983
1/4, 10, 2/5, 0, 1, 20.246, 1.0849991
1/4, 10, 2/5, 0, 0, 25.151, 1.1350002
1/4, 10, 2/5, 0, 1, 22.64, 1.085001
1/4, 10, 2/5, 0, 0, 24.269, 1.1350002
1/4, 10, 2/5, 0, 1, 12.89, 1.085
1/4, 10, 2/5, 0, 0, 22.515, 1.1350002
1/4, 10, 2/5, 0, 0, 21.69, 1.1350002
1/4, 10, 2/5, 0, 0, 25.522, 1.1350002
1/4, 10, 2/5, 1/10, 1, 24.945, 1.1350002
1/4, 10, 2/5, 1/10, 1, 19.611, 1.1350002
1/4, 10, 2/5, 1/10, 0, 20.213, 1.1350002
1/4, 10, 2/5, 1/10, 1, 28.581, 1.1350002
1/4, 10, 2/5, 1/10, 0, 12.575, 1.1350002
1/4, 10, 2/5, 1/10, 0, 21.375, 1.1350002
1/4, 10, 2/5, 1/10, 0, 21.34, 1.1350002
1/4, 10, 2/5, 1/10, 1, 29.465, 1.1350002
1/4, 10, 2/5, 1/10, 0, 21.617, 1.1350002
1/4, 10, 2/5, 1/10, 1, 24.265, 1.1350002
1/4, 10, 2/5, 1/10, 0, 18.957, 1.0849991
1/4, 10, 2/5, 1/10, 1, 20.329, 1.1350002
1/4, 10, 2/5, 1/10, 0, 20.24, 1.1350002
1/4, 10, 2/5, 1/10, 0, 9.137, 1.1350002
1/4, 10, 2/5, 1/10, 1, 21.175, 1.1350002
1/4, 10, 2/5, 1/10, 1, 33.066, 1.1349983
1/4, 10, 2/5, 1/10, 0, 18.435, 1.085001
1/4, 10, 2/5, 1/10, 1, 27.586, 1.0849991
1/4, 10, 2/5, 1/10, 1, 21.24, 1.1350002
1/4, 10, 2/5, 1/10, 1, 22.565, 1.0849991
1/4, 10, 2/5, 1/5, 1, 24.28, 1.1350002
1/4, 10, 2/5, 1/5, 1, 22.705, 1.1350002
1/4, 10, 2/5, 1/5, 0, 34.071, 1.1350021
1/4, 10, 2/5, 1/5, 0, 19.035, 1.1350002
1/4, 10, 2/5, 1/5, 0, 20.475, 1.1350002
1/4, 10, 2/5, 1/5, 0, 22.115, 1.1350002
1/4, 10, 2/5, 1/5, 0, 24.057, 1.1350002
1/4, 10, 2/5, 1/5, 0, 19.765, 1.1350002
1/4, 10, 2/5, 1/5, 1, 24.04, 1.1349983
1/4, 10, 2/5, 1/5, 0, 18.385, 1.1350002
1/4, 10, 2/5, 1/5, 1, 23.715, 1.0849991
1/4, 10, 2/5, 1/5, 1, 22.69, 1.0849991
1/4, 10, 2/5, 1/5, 0, 27.933, 1.0849991
1/4, 10, 2/5, 1/5, 1, 30.019, 1.1350002
1/4, 10, 2/5, 1/5, 0, 22.005, 1.1350002
1/4, 10, 2/5, 1/5, 0, 22.252, 1.0849991
1/4, 10, 2/5, 1/5, 1, 17.781, 1.1350002
1/4, 10, 2/5, 1/5, 0, 23.737, 1.1350002
1/4, 10, 2/5, 1/5, 0, 18.837, 1.085001
1/4, 10, 2/5, 1/5, 0, 23.4, 1.1350002
1/4, 10, 2/5, 3/10, 0, 16.659, 1.0849991
1/4, 10, 2/5, 3/10, 1, 26.985, 1.1350002
1/4, 10, 2/5, 3/10, 1, 19.975, 1.0849991
1/4, 10, 2/5, 3/10, 0, 18.435, 1.1350002
1/4, 10, 2/5, 3/10, 0, 20.139, 1.085001
1/4, 10, 2/5, 3/10, 1, 19.035, 1.1350002
1/4, 10, 2/5, 3/10, 0, 24.3, 1.1350002
1/4, 10, 2/5, 3/10, 0, 21.619, 1.085001
1/4, 10, 2/5, 3/10, 0, 19.308, 1.1350002
1/4, 10, 2/5, 3/10, 1, 20.325, 1.0849991
1/4, 10, 2/5, 3/10, 1, 19.575, 1.1349983
1/4, 10, 2/5, 3/10, 1, 25.254, 1.085001
1/4, 10, 2/5, 3/10, 1, 23.882, 1.0849991
1/4, 10, 2/5, 3/10, 0, 17.285, 1.085001
1/4, 10, 2/5, 3/10, 1, 20.0, 1.1350002
1/4, 10, 2/5, 3/10, 0, 24.845, 1.085001
1/4, 10, 2/5, 3/10, 1, 18.052, 1.0849991
1/4, 10, 2/5, 3/10, 0, 20.665, 1.1349983
1/4, 10, 2/5, 3/10, 1, 22.317, 1.1350002
1/4, 10, 2/5, 3/10, 0, 27.748, 1.1350002
1/4, 10, 2/5, 2/5, 0, 17.262, 1.1350002
1/4, 10, 2/5, 2/5, 0, 21.076, 1.1350002
1/4, 10, 2/5, 2/5, 1, 27.355, 1.085001
1/4, 10, 2/5, 2/5, 0, 25.715, 1.1350002
1/4, 10, 2/5, 2/5, 1, 29.392, 1.1350002
1/4, 10, 2/5, 2/5, 0, 32.656, 1.1350021
1/4, 10, 2/5, 2/5, 0, 21.92, 1.1350002
1/4, 10, 2/5, 2/5, 1, 22.202, 1.1350002
1/4, 10, 2/5, 2/5, 1, 25.82, 1.1350002
1/4, 10, 2/5, 2/5, 1, 12.645, 1.1349993
1/4, 10, 2/5, 2/5, 1, 26.356, 1.0849991
1/4, 10, 2/5, 2/5, 0, 21.94, 1.0849991
1/4, 10, 2/5, 2/5, 0, 27.665, 1.1349983
1/4, 10, 2/5, 2/5, 1, 17.635, 1.1350002
1/4, 10, 2/5, 2/5, 1, 8.815, 1.085
1/4, 10, 2/5, 2/5, 0, 21.904, 1.1350002
1/4, 10, 2/5, 2/5, 1, 22.924, 1.1350002
1/4, 10, 2/5, 2/5, 1, 13.177, 1.1350002
1/4, 10, 2/5, 2/5, 0, 16.046, 1.1350002
1/4, 10, 2/5, 2/5, 0, 18.525, 1.1350002
1/4, 10, 2/5, 1/2, 0, 23.675, 1.085001
1/4, 10, 2/5, 1/2, 1, 27.499, 1.1350002
1/4, 10, 2/5, 1/2, 0, 23.183, 1.0849991
1/4, 10, 2/5, 1/2, 0, 19.406, 1.1350002
1/4, 10, 2/5, 1/2, 1, 28.162, 1.1350002
1/4, 10, 2/5, 1/2, 0, 17.635, 1.1350002
1/4, 10, 2/5, 1/2, 1, 32.843, 1.0850029
1/4, 10, 2/5, 1/2, 1, 23.338, 1.1350002
1/4, 10, 2/5, 1/2, 1, 19.285, 1.1350002
1/4, 10, 2/5, 1/2, 0, 26.215, 1.1350002
1/4, 10, 2/5, 1/2, 0, 25.163, 1.1350002
1/4, 10, 2/5, 1/2, 1, 22.935, 1.085001
1/4, 10, 2/5, 1/2, 1, 23.28, 1.0849991
1/4, 10, 2/5, 1/2, 0, 23.155, 1.1350002
1/4, 10, 2/5, 1/2, 0, 21.24, 1.1350002
1/4, 10, 2/5, 1/2, 0, 22.34, 1.1350002
1/4, 10, 2/5, 1/2, 0, 26.605, 1.1350002
1/4, 10, 2/5, 1/2, 0, 25.726, 1.085001
1/4, 10, 2/5, 1/2, 0, 30.071, 1.1350021
1/4, 10, 2/5, 1/2, 1, 15.839, 1.1350002
1/4, 10, 3/5, 0, 0, 24.412, 1.1350002
1/4, 10, 3/5, 0, 0, 17.335, 1.085001
1/4, 10, 3/5, 0, 1, 18.295, 1.1350002
1/4, 10, 3/5, 0, 1, 20.285, 1.1350002
1/4, 10, 3/5, 0, 1, 23.496, 1.0849991
1/4, 10, 3/5, 0, 1, 26.898, 1.1350002
1/4, 10, 3/5, 0, 0, 20.475, 1.1350002
1/4, 10, 3/5, 0, 1, 22.018, 1.1350002
1/4, 10, 3/5, 0, 1, 22.134, 1.1349983
1/4, 10, 3/5, 0, 1, 25.549, 1.1350002
1/4, 10, 3/5, 0, 0, 38.506, 1.1349983
1/4, 10, 3/5, 0, 0, 20.175, 1.1350002
1/4, 10, 3/5, 0, 0, 22.575, 1.0849991
1/4, 10, 3/5, 0, 0, 27.375, 1.1350002
1/4, 10, 3/5, 0, 0, 20.659, 1.0849991
1/4, 10, 3/5, 0, 1, 16.835, 1.1350002
1/4, 10, 3/5, 0, 1, 27.444, 1.1350002
1/4, 10, 3/5, 0, 0, 25.808, 1.0849991
1/4, 10, 3/5, 0, 0, 22.725, 1.1350002
1/4, 10, 3/5, 0, 1, 25.838, 1.1350002
1/4, 10, 3/5, 1/10, 0, 23.073, 1.085001
1/4, 10, 3/5, 1/10, 1, 23.119, 1.1350002
1/4, 10, 3/5, 1/10, 1, 22.69, 1.1350002
1/4, 10, 3/5, 1/10, 1, 26.011, 1.1350002
1/4, 10, 3/5, 1/10, 1, 24.049, 1.1350002
1/4, 10, 3/5, 1/10, 0, 23.031, 1.1350002
1/4, 10, 3/5, 1/10, 1, 18.035, 1.1350002
1/4, 10, 3/5, 1/10, 0, 19.275, 1.085001
1/4, 10, 3/5, 1/10, 0, 27.359, 1.085001
1/4, 10, 3/5, 1/10, 1, 23.215, 1.1350002
1/4, 10, 3/5, 1/10, 1, 28.388, 1.1350002
1/4, 10, 3/5, 1/10, 0, 25.972, 1.1350002
1/4, 10, 3/5, 1/10, 0, 28.686, 1.1349983
1/4, 10, 3/5, 1/10, 0, 13.425, 1.1350002
1/4, 10, 3/5, 1/10, 1, 21.725, 1.1350002
1/4, 10, 3/5, 1/10, 1, 20.14, 1.085001
1/4, 10, 3/5, 1/10, 1, 18.235, 1.1350002
1/4, 10, 3/5, 1/10, 1, 27.558, 1.1350002
1/4, 10, 3/5, 1/10, 0, 19.725, 1.1350002
1/4, 10, 3/5, 1/10, 0, 20.434, 1.1350002
1/4, 10, 3/5, 1/5, 0, 23.032, 1.1350002
1/4, 10, 3/5, 1/5, 0, 19.764, 1.1350002
1/4, 10, 3/5, 1/5, 1, 22.261, 1.1350002
1/4, 10, 3/5, 1/5, 1, 20.125, 1.0849991
1/4, 10, 3/5, 1/5, 0, 28.915, 1.1349983
1/4, 10, 3/5, 1/5, 1, 22.954, 1.1350002
1/4, 10, 3/5, 1/5, 0, 25.536, 1.085001
1/4, 10, 3/5, 1/5, 0, 18.235, 1.0849991
1/4, 10, 3/5, 1/5, 0, 23.88, 1.1350002
1/4, 10, 3/5, 1/5, 0, 24.044, 1.1350002
1/4, 10, 3/5, 1/5, 0, 19.896, 1.1350002
1/4, 10, 3/5, 1/5, 1, 27.172, 1.1349983
1/4, 10, 3/5, 1/5, 0, 24.475, 1.1350002
1/4, 10, 3/5, 1/5, 1, 19.395, 1.0849991
1/4, 10, 3/5, 1/5, 1, 22.048, 1.1350002
1/4, 10, 3/5, 1/5, 1, 27.224, 1.1349983
1/4, 10, 3/5, 1/5, 1, 21.62, 1.0849991
1/4, 10, 3/5, 1/5, 1, 21.775, 1.1350002
1/4, 10, 3/5, 1/5, 0, 27.643, 1.1350002
1/4, 10, 3/5, 1/5, 1, 21.926, 1.1350002
1/4, 10, 3/5, 3/10, 1, 27.27, 1.0849991
1/4, 10, 3/5, 3/10, 1, 15.18, 1.1350002
1/4, 10, 3/5, 3/10, 1, 24.166, 1.1350002
1/4, 10, 3/5, 3/10, 0, 32.66, 1.0849991
1/4, 10, 3/5, 3/10, 1, 25.474, 1.1349983
1/4, 10, 3/5, 3/10, 1, 20.65, 1.085001
1/4, 10, 3/5, 3/10, 0, 24.097, 1.1350002
1/4, 10, 3/5, 3/10, 1, 27.409, 1.0849991
1/4, 10, 3/5, 3/10, 0, 23.715, 1.0849991
1/4, 10, 3/5, 3/10, 1, 29.348, 1.1350002
1/4, 10, 3/5, 3/10, 0, 21.19, 1.0849991
1/4, 10, 3/5, 3/10, 1, 23.593, 1.0849991
1/4, 10, 3/5, 3/10, 0, 16.785, 1.1350002
1/4, 10, 3/5, 3/10, 1, 24.308, 1.1350002
1/4, 10, 3/5, 3/10, 0, 28.997, 1.1350002
1/4, 10, 3/5, 3/10, 1, 24.025, 1.1350002
1/4, 10, 3/5, 3/10, 1, 26.628, 1.1350002
1/4, 10, 3/5, 3/10, 1, 24.478, 1.1350002
1/4, 10, 3/5, 3/10, 0, 22.814, 1.1350002
1/4, 10, 3/5, 3/10, 0, 20.454, 1.0849991
1/4, 10, 3/5, 2/5, 1, 21.176, 1.1350002
1/4, 10, 3/5, 2/5, 1, 18.19, 1.0849991
1/4, 10, 3/5, 2/5, 0, 21.135, 1.1350002
1/4, 10, 3/5, 2/5, 1, 25.932, 1.1350002
1/4, 10, 3/5, 2/5, 0, 21.775, 1.1350002
1/4, 10, 3/5, 2/5, 1, 30.721, 1.1349983
1/4, 10, 3/5, 2/5, 0, 17.235, 1.1350002
1/4, 10, 3/5, 2/5, 1, 27.094, 1.1350002
1/4, 10, 3/5, 2/5, 1, 12.807, 1.1350002
1/4, 10, 3/5, 2/5, 0, 20.999, 1.1350002
