D2, TICKS, ALPHA, EGS, ACCURACY, PROBLEM, CHOICE
1/4, 10, 3/5, 2/5, 1, 24.915, 1.1349983
1/4, 10, 3/5, 2/5, 0, 18.685, 1.1350002
1/4, 10, 3/5, 2/5, 0, 19.366, 1.1350002
1/4, 10, 3/5, 2/5, 1, 13.251, 1.1349993
1/4, 10, 3/5, 2/5, 0, 23.219, 1.1350002
1/4, 10, 3/5, 2/5, 0, 32.998, 1.1349983
1/4, 10, 3/5, 2/5, 1, 31.016, 1.0850029
1/4, 10, 3/5, 2/5, 1, 21.985, 1.1350002
1/4, 10, 3/5, 2/5, 0, 19.035, 1.1350002
1/4, 10, 3/5, 2/5, 1, 20.925, 1.1350002
1/4, 10, 3/5, 1/2, 1, 20.853, 1.1350002
1/4, 10, 3/5, 1/2, 0, 22.098, 1.085001
1/4, 10, 3/5, 1/2, 0, 23.763, 1.1350002
1/4, 10, 3/5, 1/2, 0, 25.395, 1.1350002
1/4, 10, 3/5, 1/2, 1, 28.164, 1.1350002
1/4, 10, 3/5, 1/2, 0, 18.185, 1.1350002
1/4, 10, 3/5, 1/2, 1, 26.054, 1.0849991
1/4, 10, 3/5, 1/2, 0, 22.496, 1.1350002
1/4, 10, 3/5, 1/2, 0, 23.063, 1.085001
1/4, 10, 3/5, 1/2, 0, 19.575, 1.1349983
1/4, 10, 3/5, 1/2, 0, 23.275, 1.1350002
1/4, 10, 3/5, 1/2, 0, 24.056, 1.1350002
1/4, 10, 3/5, 1/2, 1, 25.702, 1.1350002
1/4, 10, 3/5, 1/2, 1, 23.746, 1.1350002
1/4, 10, 3/5, 1/2, 1, 24.443, 1.1349983
1/4, 10, 3/5, 1/2, 1, 21.65, 1.1350002
1/4, 10, 3/5, 1/2, 1, 22.249, 1.1350002
1/4, 10, 3/5, 1/2, 1, 21.975, 1.1350002
1/4, 10, 3/5, 1/2, 0, 25.045, 1.1350002
1/4, 10, 3/5, 1/2, 1, 22.996, 1.0849991
1/4, 10, 4/5, 0, 1, 22.062, 1.1350002
1/4, 10, 4/5, 0, 1, 29.5, 1.1350002
1/4, 10, 4/5, 0, 0, 23.465, 1.1350002
1/4, 10, 4/5, 0, 0, 26.505, 1.1350002
1/4, 10, 4/5, 0, 0, 19.888, 1.1350002
1/4, 10, 4/5, 0, 1, 30.823, 1.1350002
1/4, 10, 4/5, 0, 1, 25.749, 1.1350002
1/4, 10, 4/5, 0, 1, 28.968, 1.0849991
1/4, 10, 4/5, 0, 0, 24.845, 1.085001
1/4, 10, 4/5, 0, 1, 22.139, 1.1350002
1/4, 10, 4/5, 0, 1, 27.205, 1.1350002
1/4, 10, 4/5, 0, 0, 26.356, 1.1349983
1/4, 10, 4/5, 0, 1, 21.951, 1.1350002
1/4, 10, 4/5, 0, 1, 25.51, 1.1350002
1/4, 10, 4/5, 0, 0, 20.425, 1.1350002
1/4, 10, 4/5, 0, 1, 26.44, 1.1350002
1/4, 10, 4/5, 0, 0, 22.475, 1.1350002
1/4, 10, 4/5, 0, 1, 29.283, 1.1349983
1/4, 10, 4/5, 0, 0, 27.107, 1.1350002
1/4, 10, 4/5, 0, 1, 27.258, 1.085001
1/4, 10, 4/5, 1/10, 1, 18.718, 1.1350002
1/4, 10, 4/5, 1/10, 1, 19.975, 1.1350002
1/4, 10, 4/5, 1/10, 0, 24.532, 1.1350002
1/4, 10, 4/5, 1/10, 1, 23.759, 1.1349983
1/4, 10, 4/5, 1/10, 0, 26.149, 1.0849991
1/4, 10, 4/5, 1/10, 1, 27.203, 1.085001
1/4, 10, 4/5, 1/10, 1, 29.408, 1.1349983
1/4, 10, 4/5, 1/10, 1, 22.255, 1.1350002
1/4, 10, 4/5, 1/10, 0, 18.145, 1.0849991
1/4, 10, 4/5, 1/10, 1, 28.905, 1.1350002
1/4, 10, 4/5, 1/10, 1, 29.373, 1.1350002
1/4, 10, 4/5, 1/10, 0, 17.523, 1.1350002
1/4, 10, 4/5, 1/10, 0, 17.021, 1.1350002
1/4, 10, 4/5, 1/10, 0, 19.021, 1.085001
1/4, 10, 4/5, 1/10, 0, 25.992, 1.0849991
1/4, 10, 4/5, 1/10, 0, 24.969, 1.1350002
1/4, 10, 4/5, 1/10, 1, 23.225, 1.1350002
1/4, 10, 4/5, 1/10, 0, 27.593, 1.1350002
1/4, 10, 4/5, 1/10, 1, 27.454, 1.0849991
1/4, 10, 4/5, 1/10, 0, 21.095, 1.085001
1/4, 10, 4/5, 1/5, 0, 24.415, 1.1349983
1/4, 10, 4/5, 1/5, 0, 17.193, 1.1349983
1/4, 10, 4/5, 1/5, 0, 21.496, 1.1350002
1/4, 10, 4/5, 1/5, 0, 20.292, 1.085001
1/4, 10, 4/5, 1/5, 1, 21.272, 1.085001
1/4, 10, 4/5, 1/5, 1, 22.29, 1.1349983
1/4, 10, 4/5, 1/5, 0, 20.575, 1.1349983
1/4, 10, 4/5, 1/5, 1, 19.734, 1.1350002
1/4, 10, 4/5, 1/5, 1, 31.191, 1.1349983
1/4, 10, 4/5, 1/5, 0, 18.672, 1.1349983
1/4, 10, 4/5, 1/5, 0, 22.54, 1.1349983
1/4, 10, 4/5, 1/5, 0, 19.19, 1.1350002
1/4, 10, 4/5, 1/5, 1, 22.249, 1.1350002
1/4, 10, 4/5, 1/5, 1, 22.243, 1.1350002
1/4, 10, 4/5, 1/5, 1, 21.728, 1.1350002
1/4, 10, 4/5, 1/5, 1, 21.075, 1.0849991
1/4, 10, 4/5, 1/5, 0, 22.233, 1.1350002
1/4, 10, 4/5, 1/5, 0, 18.911, 1.085001
1/4, 10, 4/5, 1/5, 0, 22.825, 1.1349983
1/4, 10, 4/5, 1/5, 1, 19.732, 1.0849991
1/4, 10, 4/5, 3/10, 0, 24.145, 1.0849991
1/4, 10, 4/5, 3/10, 1, 20.011, 1.1350002
1/4, 10, 4/5, 3/10, 1, 25.592, 1.1350002
1/4, 10, 4/5, 3/10, 0, 22.307, 1.085001
1/4, 10, 4/5, 3/10, 0, 21.26, 1.1350002
1/4, 10, 4/5, 3/10, 1, 20.751, 1.1350002
1/4, 10, 4/5, 3/10, 1, 12.983, 1.1350002
1/4, 10, 4/5, 3/10, 0, 18.318, 1.1349983
1/4, 10, 4/5, 3/10, 1, 29.613, 1.1349983
1/4, 10, 4/5, 3/10, 0, 13.166, 1.085
1/4, 10, 4/5, 3/10, 1, 22.934, 1.1350002
1/4, 10, 4/5, 3/10, 0, 15.515, 1.085001
1/4, 10, 4/5, 3/10, 1, 26.805, 1.1350002
1/4, 10, 4/5, 3/10, 0, 27.603, 1.0849991
1/4, 10, 4/5, 3/10, 0, 25.225, 1.1350002
1/4, 10, 4/5, 3/10, 0, 19.625, 1.1350002
1/4, 10, 4/5, 3/10, 0, 20.795, 1.1350002
1/4, 10, 4/5, 3/10, 0, 20.733, 1.085001
1/4, 10, 4/5, 3/10, 0, 23.452, 1.1350002
1/4, 10, 4/5, 3/10, 0, 34.175, 1.1350021
1/4, 10, 4/5, 2/5, 0, 24.83, 1.1350002
1/4, 10, 4/5, 2/5, 1, 25.502, 1.1349983
1/4, 10, 4/5, 2/5, 0, 18.323, 1.1350002
1/4, 10, 4/5, 2/5, 1, 25.375, 1.1350002
1/4, 10, 4/5, 2/5, 0, 24.66, 1.085001
1/4, 10, 4/5, 2/5, 1, 22.98, 1.1350002
1/4, 10, 4/5, 2/5, 1, 23.08, 1.1350002
1/4, 10, 4/5, 2/5, 0, 27.022, 1.1350002
1/4, 10, 4/5, 2/5, 1, 25.316, 1.1350002
1/4, 10, 4/5, 2/5, 1, 19.775, 1.085001
1/4, 10, 4/5, 2/5, 0, 18.695, 1.085001
1/4, 10, 4/5, 2/5, 1, 23.29, 1.1349983
1/4, 10, 4/5, 2/5, 1, 24.778, 1.1350002
1/4, 10, 4/5, 2/5, 0, 28.76, 1.1350002
1/4, 10, 4/5, 2/5, 0, 27.335, 1.1350002
1/4, 10, 4/5, 2/5, 0, 12.542, 1.085
1/4, 10, 4/5, 2/5, 1, 20.513, 1.1350002
1/4, 10, 4/5, 2/5, 0, 22.675, 1.1350002
1/4, 10, 4/5, 2/5, 1, 22.59, 1.1350002
1/4, 10, 4/5, 2/5, 1, 17.985, 1.1350002
1/4, 10, 4/5, 1/2, 0, 28.056, 1.085001
1/4, 10, 4/5, 1/2, 1, 24.026, 1.1350002
1/4, 10, 4/5, 1/2, 0, 26.019, 1.1350002
1/4, 10, 4/5, 1/2, 1, 18.41, 1.1350002
1/4, 10, 4/5, 1/2, 0, 17.004, 1.085001
1/4, 10, 4/5, 1/2, 0, 22.605, 1.1350002
1/4, 10, 4/5, 1/2, 1, 20.145, 1.0849991
1/4, 10, 4/5, 1/2, 1, 25.655, 1.1350002
1/4, 10, 4/5, 1/2, 0, 20.625, 1.1350002
1/4, 10, 4/5, 1/2, 0, 13.016, 1.085
1/4, 10, 4/5, 1/2, 1, 26.756, 1.1350002
1/4, 10, 4/5, 1/2, 0, 24.823, 1.085001
1/4, 10, 4/5, 1/2, 0, 19.585, 1.1350002
1/4, 10, 4/5, 1/2, 1, 18.812, 1.1350002
1/4, 10, 4/5, 1/2, 0, 20.225, 1.1350002
1/4, 10, 4/5, 1/2, 1, 17.031, 1.1350002
1/4, 10, 4/5, 1/2, 1, 26.743, 1.1350002
1/4, 10, 4/5, 1/2, 0, 26.599, 1.1349983
1/4, 10, 4/5, 1/2, 0, 21.991, 1.085001
1/4, 10, 4/5, 1/2, 1, 23.191, 1.1350002
1/4, 15, 0, 0, 1, 17.035, 1.1350002
1/4, 15, 0, 0, 1, 21.793, 1.1350002
1/4, 15, 0, 0, 1, 29.161, 1.085001
1/4, 15, 0, 0, 1, 27.112, 1.085001
1/4, 15, 0, 0, 1, 23.93, 1.0849991
1/4, 15, 0, 0, 0, 23.101, 1.1350002
1/4, 15, 0, 0, 1, 21.576, 1.1350002
1/4, 15, 0, 0, 1, 28.779, 1.085001
1/4, 15, 0, 0, 1, 24.857, 1.1350002
1/4, 15, 0, 0, 1, 18.548, 1.0849991
1/4, 15, 0, 0, 1, 21.153, 1.1350002
1/4, 15, 0, 0, 0, 25.37, 1.1349983
1/4, 15, 0, 0, 0, 28.366, 1.1350002
1/4, 15, 0, 0, 1, 22.053, 1.1350002
1/4, 15, 0, 0, 1, 19.75, 1.0849991
1/4, 15, 0, 0, 1, 22.241, 1.1350002
1/4, 15, 0, 0, 1, 25.599, 1.1349983
1/4, 15, 0, 0, 0, 24.844, 1.085001
1/4, 15, 0, 0, 0, 24.58, 1.1350002
1/4, 15, 0, 0, 1, 22.937, 1.1350002
1/4, 15, 0, 1/10, 0, 31.437, 1.1349983
1/4, 15, 0, 1/10, 0, 30.235, 1.1349983
1/4, 15, 0, 1/10, 0, 17.52, 1.1350002
1/4, 15, 0, 1/10, 1, 15.415, 1.1349983
1/4, 15, 0, 1/10, 1, 24.963, 1.1350002
1/4, 15, 0, 1/10, 1, 22.575, 1.1349983
1/4, 15, 0, 1/10, 0, 15.915, 1.1349983
1/4, 15, 0, 1/10, 1, 17.08, 1.1350002
1/4, 15, 0, 1/10, 1, 28.519, 1.1350002
1/4, 15, 0, 1/10, 1, 21.325, 1.1349983
1/4, 15, 0, 1/10, 1, 19.279, 1.1350002
1/4, 15, 0, 1/10, 1, 27.25, 1.1350002
1/4, 15, 0, 1/10, 1, 21.003, 1.1350002
1/4, 15, 0, 1/10, 1, 17.385, 1.0849991
1/4, 15, 0, 1/10, 0, 18.935, 1.1350002
1/4, 15, 0, 1/10, 0, 30.247, 1.1350002
1/4, 15, 0, 1/10, 0, 22.48, 1.1350002
1/4, 15, 0, 1/10, 0, 26.518, 1.1350002
1/4, 15, 0, 1/10, 0, 20.988, 1.0849991
1/4, 15, 0, 1/10, 0, 24.883, 1.1350002
1/4, 15, 0, 1/5, 1, 17.196, 1.1350002
1/4, 15, 0, 1/5, 1, 26.852, 1.1350002
1/4, 15, 0, 1/5, 0, 21.025, 1.1350002
1/4, 15, 0, 1/5, 1, 27.07, 1.085001
1/4, 15, 0, 1/5, 0, 25.265, 1.1350002
1/4, 15, 0, 1/5, 1, 20.25, 1.0849991
1/4, 15, 0, 1/5, 0, 31.537, 1.0850029
1/4, 15, 0, 1/5, 1, 22.805, 1.1350002
1/4, 15, 0, 1/5, 1, 24.521, 1.1350002
1/4, 15, 0, 1/5, 1, 17.88, 1.1350002
1/4, 15, 0, 1/5, 0, 21.29, 1.1349983
1/4, 15, 0, 1/5, 1, 25.421, 1.085001
1/4, 15, 0, 1/5, 1, 25.177, 1.1350002
1/4, 15, 0, 1/5, 0, 30.518, 1.1350002
1/4, 15, 0, 1/5, 0, 29.707, 1.1349983
1/4, 15, 0, 1/5, 0, 23.865, 1.1350002
1/4, 15, 0, 1/5, 0, 24.6, 1.0849991
1/4, 15, 0, 1/5, 0, 26.674, 1.1350002
1/4, 15, 0, 1/5, 0, 18.515, 1.1350002
1/4, 15, 0, 1/5, 0, 18.986, 1.1350002
1/4, 15, 0, 3/10, 0, 18.825, 1.0849991
1/4, 15, 0, 3/10, 0, 25.865, 1.085001
1/4, 15, 0, 3/10, 0, 24.68, 1.1350002
1/4, 15, 0, 3/10, 0, 20.584, 1.1350002
1/4, 15, 0, 3/10, 0, 23.698, 1.1350002
1/4, 15, 0, 3/10, 0, 16.902, 1.1350002
1/4, 15, 0, 3/10, 0, 16.872, 1.1350002
1/4, 15, 0, 3/10, 0, 17.271, 1.1350002
1/4, 15, 0, 3/10, 1, 23.83, 1.1350002
1/4, 15, 0, 3/10, 0, 13.442, 1.1349993
1/4, 15, 0, 3/10, 0, 18.401, 1.085001
1/4, 15, 0, 3/10, 1, 26.537, 1.0849991
1/4, 15, 0, 3/10, 1, 20.875, 1.1350002
1/4, 15, 0, 3/10, 0, 29.207, 1.1349983
1/4, 15, 0, 3/10, 1, 19.785, 1.1350002
1/4, 15, 0, 3/10, 0, 24.865, 1.085001
1/4, 15, 0, 3/10, 1, 20.07, 1.1350002
1/4, 15, 0, 3/10, 1, 23.33, 1.085001
1/4, 15, 0, 3/10, 0, 21.093, 1.1350002
1/4, 15, 0, 3/10, 0, 19.117, 1.1350002
1/4, 15, 0, 2/5, 1, 27.101, 1.1350002
1/4, 15, 0, 2/5, 0, 32.071, 1.1350021
1/4, 15, 0, 2/5, 0, 19.835, 1.1350002
1/4, 15, 0, 2/5, 1, 20.482, 1.1350002
1/4, 15, 0, 2/5, 1, 24.215, 1.0849991
1/4, 15, 0, 2/5, 1, 20.625, 1.1350002
1/4, 15, 0, 2/5, 0, 21.375, 1.0849991
1/4, 15, 0, 2/5, 1, 18.936, 1.1349983
1/4, 15, 0, 2/5, 1, 18.047, 1.1349983
1/4, 15, 0, 2/5, 0, 22.651, 1.1350002
1/4, 15, 0, 2/5, 1, 20.425, 1.085001
1/4, 15, 0, 2/5, 1, 19.103, 1.1350002
1/4, 15, 0, 2/5, 0, 16.559, 1.0849991
1/4, 15, 0, 2/5, 1, 21.858, 1.1350002
1/4, 15, 0, 2/5, 0, 31.284, 1.1349983
1/4, 15, 0, 2/5, 0, 26.125, 1.1350002
1/4, 15, 0, 2/5, 0, 21.189, 1.085001
1/4, 15, 0, 2/5, 1, 20.802, 1.1350002
1/4, 15, 0, 2/5, 0, 23.667, 1.1350002
1/4, 15, 0, 2/5, 1, 15.937, 1.0849991
1/4, 15, 0, 1/2, 1, 18.717, 1.1350002
1/4, 15, 0, 1/2, 0, 32.035, 1.1349983
1/4, 15, 0, 1/2, 1, 20.425, 1.1350002
1/4, 15, 0, 1/2, 0, 23.075, 1.1349983
1/4, 15, 0, 1/2, 0, 25.38, 1.1350002
1/4, 15, 0, 1/2, 1, 21.986, 1.1350002
1/4, 15, 0, 1/2, 0, 21.641, 1.1349983
1/4, 15, 0, 1/2, 1, 27.179, 1.1349983
1/4, 15, 0, 1/2, 1, 20.475, 1.1350002
1/4, 15, 0, 1/2, 1, 21.931, 1.085001
1/4, 15, 0, 1/2, 1, 27.276, 1.1350002
1/4, 15, 0, 1/2, 1, 15.765, 1.1350002
1/4, 15, 0, 1/2, 1, 18.993, 1.1350002
1/4, 15, 0, 1/2, 0, 18.485, 1.0849991
1/4, 15, 0, 1/2, 0, 27.1, 1.1350002
1/4, 15, 0, 1/2, 1, 30.276, 1.085001
1/4, 15, 0, 1/2, 0, 21.773, 1.1350002
1/4, 15, 0, 1/2, 1, 25.112, 1.1350002
1/4, 15, 0, 1/2, 0, 21.74, 1.1350002
1/4, 15, 0, 1/2, 1, 23.076, 1.1350002
1/4, 15, 1/5, 0, 1, 21.125, 1.1350002
1/4, 15, 1/5, 0, 1, 21.771, 1.1350002
1/4, 15, 1/5, 0, 0, 22.067, 1.1350002
1/4, 15, 1/5, 0, 0, 27.162, 1.1350002
1/4, 15, 1/5, 0, 1, 32.102, 1.1349983
1/4, 15, 1/5, 0, 1, 19.833, 1.0849991
1/4, 15, 1/5, 0, 0, 26.249, 1.1350002
1/4, 15, 1/5, 0, 1, 20.874, 1.0849991
1/4, 15, 1/5, 0, 0, 21.772, 1.085001
1/4, 15, 1/5, 0, 1, 19.975, 1.1350002
1/4, 15, 1/5, 0, 1, 25.254, 1.1350002
1/4, 15, 1/5, 0, 0, 21.44, 1.1350002
1/4, 15, 1/5, 0, 1, 22.079, 1.0849991
1/4, 15, 1/5, 0, 0, 24.227, 1.085001
1/4, 15, 1/5, 0, 0, 20.525, 1.1350002
1/4, 15, 1/5, 0, 1, 20.6, 1.1350002
1/4, 15, 1/5, 0, 0, 21.279, 1.1350002
1/4, 15, 1/5, 0, 0, 24.81, 1.1350002
1/4, 15, 1/5, 0, 1, 17.3, 1.085001
1/4, 15, 1/5, 0, 0, 25.32, 1.085001
1/4, 15, 1/5, 1/10, 1, 21.14, 1.1350002
1/4, 15, 1/5, 1/10, 1, 26.356, 1.1349983
1/4, 15, 1/5, 1/10, 1, 23.797, 1.1349983
1/4, 15, 1/5, 1/10, 1, 20.431, 1.1350002
1/4, 15, 1/5, 1/10, 0, 28.4, 1.1350002
1/4, 15, 1/5, 1/10, 0, 22.948, 1.1350002
1/4, 15, 1/5, 1/10, 0, 24.511, 1.085001
1/4, 15, 1/5, 1/10, 1, 23.912, 1.0849991
1/4, 15, 1/5, 1/10, 0, 19.175, 1.1350002
1/4, 15, 1/5, 1/10, 0, 23.503, 1.1350002
1/4, 15, 1/5, 1/10, 1, 25.939, 1.1350002
1/4, 15, 1/5, 1/10, 1, 25.605, 1.1350002
1/4, 15, 1/5, 1/10, 1, 17.955, 1.1350002
1/4, 15, 1/5, 1/10, 0, 21.64, 1.1350002
1/4, 15, 1/5, 1/10, 1, 15.03, 1.1350002
1/4, 15, 1/5, 1/10, 0, 26.969, 1.085001
1/4, 15, 1/5, 1/10, 0, 24.39, 1.1350002
1/4, 15, 1/5, 1/10, 0, 23.05, 1.1350002
1/4, 15, 1/5, 1/10, 1, 21.94, 1.1350002
1/4, 15, 1/5, 1/10, 0, 17.585, 1.1350002
1/4, 15, 1/5, 1/5, 1, 24.68, 1.1350002
1/4, 15, 1/5, 1/5, 0, 19.935, 1.1350002
1/4, 15, 1/5, 1/5, 0, 19.117, 1.1350002
1/4, 15, 1/5, 1/5, 1, 12.722, 1.1350002
1/4, 15, 1/5, 1/5, 0, 20.875, 1.1350002
1/4, 15, 1/5, 1/5, 1, 22.125, 1.1350002
1/4, 15, 1/5, 1/5, 1, 17.342, 1.1350002
1/4, 15, 1/5, 1/5, 0, 21.575, 1.1349983
1/4, 15, 1/5, 1/5, 1, 18.935, 1.085001
1/4, 15, 1/5, 1/5, 0, 23.636, 1.1350002
1/4, 15, 1/5, 1/5, 1, 15.315, 1.1350002
1/4, 15, 1/5, 1/5, 1, 25.805, 1.0849991
1/4, 15, 1/5, 1/5, 1, 29.597, 1.1350002
1/4, 15, 1/5, 1/5, 0, 17.307, 1.1350002
1/4, 15, 1/5, 1/5, 1, 20.912, 1.1350002
1/4, 15, 1/5, 1/5, 1, 19.535, 1.1350002
1/4, 15, 1/5, 1/5, 0, 24.4, 1.1350002
1/4, 15, 1/5, 1/5, 0, 15.78, 1.1350002
1/4, 15, 1/5, 1/5, 1, 29.452, 1.1350002
1/4, 15, 1/5, 1/5, 1, 19.799, 1.085001
1/4, 15, 1/5, 3/10, 1, 20.367, 1.0849991
1/4, 15, 1/5, 3/10, 1, 22.83, 1.1350002
1/4, 15, 1/5, 3/10, 0, 20.975, 1.1350002
1/4, 15, 1/5, 3/10, 1, 17.233, 1.1350002
1/4, 15, 1/5, 3/10, 1, 21.478, 1.1350002
1/4, 15, 1/5, 3/10, 0, 24.765, 1.1350002
1/4, 15, 1/5, 3/10, 0, 22.625, 1.1350002
1/4, 15, 1/5, 3/10, 0, 20.291, 1.1350002
1/4, 15, 1/5, 3/10, 0, 24.565, 1.1350002
1/4, 15, 1/5, 3/10, 0, 20.331, 1.085001
1/4, 15, 1/5, 3/10, 1, 19.562, 1.1350002
1/4, 15, 1/5, 3/10, 1, 28.578, 1.1350002
1/4, 15, 1/5, 3/10, 1, 25.024, 1.1350002
1/4, 15, 1/5, 3/10, 0, 31.33, 1.1349983
1/4, 15, 1/5, 3/10, 1, 19.275, 1.1350002
1/4, 15, 1/5, 3/10, 1, 20.035, 1.1350002
1/4, 15, 1/5, 3/10, 1, 23.03, 1.1350002
1/4, 15, 1/5, 3/10, 0, 25.486, 1.1350002
1/4, 15, 1/5, 3/10, 1, 23.175, 1.085001
1/4, 15, 1/5, 3/10, 1, 20.225, 1.0849991
1/4, 15, 1/5, 2/5, 0, 20.925, 1.085001
1/4, 15, 1/5, 2/5, 0, 22.078, 1.1350002
1/4, 15, 1/5, 2/5, 0, 22.09, 1.1350002
1/4, 15, 1/5, 2/5, 0, 21.389, 1.1350002
1/4, 15, 1/5, 2/5, 1, 23.788, 1.0849991
1/4, 15, 1/5, 2/5, 1, 24.182, 1.1350002
1/4, 15, 1/5, 2/5, 0, 28.005, 1.1350002
1/4, 15, 1/5, 2/5, 0, 18.95, 1.1349983
1/4, 15, 1/5, 2/5, 0, 22.675, 1.085001
1/4, 15, 1/5, 2/5, 0, 21.347, 1.1350002
1/4, 15, 1/5, 2/5, 0, 17.445, 1.1350002
1/4, 15, 1/5, 2/5, 0, 17.276, 1.1350002
1/4, 15, 1/5, 2/5, 0, 16.615, 1.1350002
1/4, 15, 1/5, 2/5, 1, 18.196, 1.1350002
1/4, 15, 1/5, 2/5, 1, 24.792, 1.1350002
1/4, 15, 1/5, 2/5, 0, 19.775, 1.1350002
1/4, 15, 1/5, 2/5, 1, 14.965, 1.1350002
1/4, 15, 1/5, 2/5, 0, 22.834, 1.1350002
1/4, 15, 1/5, 2/5, 0, 16.735, 1.1350002
1/4, 15, 1/5, 2/5, 0, 13.225, 1.1349993
1/4, 15, 1/5, 1/2, 0, 26.565, 1.1350002
1/4, 15, 1/5, 1/2, 0, 24.379, 1.085001
1/4, 15, 1/5, 1/2, 0, 11.905, 1.1350002
1/4, 15, 1/5, 1/2, 1, 25.49, 1.085001
1/4, 15, 1/5, 1/2, 1, 20.585, 1.1350002
1/4, 15, 1/5, 1/2, 1, 28.664, 1.1350002
1/4, 15, 1/5, 1/2, 1, 29.385, 1.0849991
1/4, 15, 1/5, 1/2, 1, 22.275, 1.1350002
1/4, 15, 1/5, 1/2, 1, 17.108, 1.085001
1/4, 15, 1/5, 1/2, 0, 27.904, 1.1350002
1/4, 15, 1/5, 1/2, 1, 19.701, 1.0849991
1/4, 15, 1/5, 1/2, 1, 20.125, 1.1350002
1/4, 15, 1/5, 1/2, 1, 20.735, 1.1350002
1/4, 15, 1/5, 1/2, 0, 19.9, 1.085001
1/4, 15, 1/5, 1/2, 1, 17.081, 1.085001
1/4, 15, 1/5, 1/2, 0, 22.825, 1.1349983
1/4, 15, 1/5, 1/2, 1, 24.639, 1.1350002
1/4, 15, 1/5, 1/2, 1, 28.169, 1.1350002
1/4, 15, 1/5, 1/2, 1, 18.79, 1.1349983
1/4, 15, 1/5, 1/2, 1, 17.747, 1.1350002
1/4, 15, 2/5, 0, 1, 24.153, 1.1350002
1/4, 15, 2/5, 0, 1, 25.067, 1.1350002
1/4, 15, 2/5, 0, 0, 17.245, 1.0849991
1/4, 15, 2/5, 0, 1, 22.734, 1.1350002
1/4, 15, 2/5, 0, 0, 19.175, 1.1350002
1/4, 15, 2/5, 0, 1, 29.556, 1.1350002
1/4, 15, 2/5, 0, 1, 25.138, 1.1350002
1/4, 15, 2/5, 0, 1, 24.261, 1.085001
1/4, 15, 2/5, 0, 1, 26.982, 1.1350002
1/4, 15, 2/5, 0, 0, 25.115, 1.1350002
1/4, 15, 2/5, 0, 1, 25.23, 1.1350002
1/4, 15, 2/5, 0, 1, 25.126, 1.1350002
1/4, 15, 2/5, 0, 1, 18.043, 1.1350002
1/4, 15, 2/5, 0, 0, 20.685, 1.1350002
1/4, 15, 2/5, 0, 0, 23.8, 1.085001
1/4, 15, 2/5, 0, 1, 29.633, 1.1350002
1/4, 15, 2/5, 0, 0, 27.313, 1.085001
1/4, 15, 2/5, 0, 1, 23.68, 1.1350002
1/4, 15, 2/5, 0, 0, 20.189, 1.085001
1/4, 15, 2/5, 0, 0, 16.453, 1.085001
1/4, 15, 2/5, 1/10, 0, 21.881, 1.0849991
1/4, 15, 2/5, 1/10, 1, 18.582, 1.1349983
1/4, 15, 2/5, 1/10, 0, 24.19, 1.0849991
1/4, 15, 2/5, 1/10, 0, 20.425, 1.1350002
1/4, 15, 2/5, 1/10, 0, 19.04, 1.1349983
1/4, 15, 2/5, 1/10, 1, 24.017, 1.1350002
1/4, 15, 2/5, 1/10, 1, 22.639, 1.1350002
1/4, 15, 2/5, 1/10, 1, 23.218, 1.1350002
1/4, 15, 2/5, 1/10, 1, 19.675, 1.1350002
1/4, 15, 2/5, 1/10, 1, 18.25, 1.1350002
1/4, 15, 2/5, 1/10, 1, 21.98, 1.085001
1/4, 15, 2/5, 1/10, 0, 18.095, 1.1350002
1/4, 15, 2/5, 1/10, 0, 22.471, 1.1350002
1/4, 15, 2/5, 1/10, 0, 28.361, 1.0849991
1/4, 15, 2/5, 1/10, 0, 17.456, 1.1350002
1/4, 15, 2/5, 1/10, 0, 27.256, 1.0849991
1/4, 15, 2/5, 1/10, 1, 22.256, 1.1350002
1/4, 15, 2/5, 1/10, 1, 16.185, 1.1350002
1/4, 15, 2/5, 1/10, 1, 16.085, 1.1350002
1/4, 15, 2/5, 1/10, 0, 26.905, 1.0849991
1/4, 15, 2/5, 1/5, 0, 23.577, 1.1350002
1/4, 15, 2/5, 1/5, 1, 27.451, 1.1350002
1/4, 15, 2/5, 1/5, 1, 27.346, 1.1350002
1/4, 15, 2/5, 1/5, 1, 20.34, 1.0849991
1/4, 15, 2/5, 1/5, 1, 23.745, 1.1349983
1/4, 15, 2/5, 1/5, 0, 19.461, 1.1350002
1/4, 15, 2/5, 1/5, 0, 21.867, 1.1350002
1/4, 15, 2/5, 1/5, 0, 18.7, 1.1349983
1/4, 15, 2/5, 1/5, 0, 19.885, 1.1350002
1/4, 15, 2/5, 1/5, 0, 23.078, 1.085001
1/4, 15, 2/5, 1/5, 1, 13.49, 1.085
1/4, 15, 2/5, 1/5, 1, 15.98, 1.1350002
1/4, 15, 2/5, 1/5, 0, 19.375, 1.1350002
1/4, 15, 2/5, 1/5, 0, 15.98, 1.085001
1/4, 15, 2/5, 1/5, 1, 22.001, 1.1350002
1/4, 15, 2/5, 1/5, 0, 23.215, 1.1350002
1/4, 15, 2/5, 1/5, 0, 30.511, 1.085001
1/4, 15, 2/5, 1/5, 0, 22.738, 1.1349983
1/4, 15, 2/5, 1/5, 1, 20.085, 1.1350002
1/4, 15, 2/5, 1/5, 0, 21.175, 1.085001
