TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
35.0, 0.025, 4.0, 0.1, 0.1, 0.8888889, 16.38611, -30.50008, 14.188625
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 17.199331, -27.500069, 14.986416
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 19.4795, -9.5, 0.8279568
35.0, 0.025, 4.0, 0.1, 0.1, 0.8333333, 17.051916, -38.499985, 22.673132
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 19.242332, -11.500008, 0.32812595
35.0, 0.025, 4.0, 0.1, 0.1, 0.9, 15.233904, -29.500076, 15.582979
35.0, 0.025, 4.0, 0.1, 0.1, 0.75, 18.662249, -15.000021, 1.9651058
35.0, 0.025, 4.0, 0.1, 0.1, 0.4, 15.6248, -16.000025, 4.8452454
35.0, 0.025, 4.0, 0.1, 0.1, 0.5714286, 12.303857, -16.500027, 5.67432
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 14.547498, -19.000036, 6.729631
35.0, 0.025, 4.0, 0.1, 0.1, 0.6875, 17.192627, -53.499756, 35.76519
35.0, 0.025, 4.0, 0.1, 0.1, 0.8125, 12.363311, -34.500046, 19.229666
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 19.234798, -21.500046, 8.043237
35.0, 0.025, 4.0, 0.1, 0.1, 0.8333333, 13.943333, -13.500015, 3.6838398
35.0, 0.025, 4.0, 0.1, 0.1, 0.75, 18.848751, -15.500023, 3.3385985
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 18.2905, -7.9999948, -0.8705037
35.0, 0.025, 4.0, 0.1, 0.1, 0.6666667, 18.127333, -8.999998, -1.2138611
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 19.947, -10.500004, -0.106074944
35.0, 0.025, 4.0, 0.1, 0.1, 0.9, 15.596998, -30.000078, 15.559485
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 25.142, -5.9999967, -0.81732893
35.0, 0.025, 4.0, 0.1, 0.1, 0.33333334, 15.324998, -19.500038, 8.455346
35.0, 0.025, 4.0, 0.1, 0.1, 0.8, 14.131201, -16.000025, 5.2851267
35.0, 0.025, 4.0, 0.1, 0.1, 0.6666667, 15.051666, -15.500023, 3.4675388
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 13.753799, -12.00001, 1.8482393
35.0, 0.025, 4.0, 0.1, 0.1, 0.72727275, 16.922184, -37.5, 22.588694
35.0, 0.025, 4.0, 0.1, 0.1, 0.8888889, 16.426998, -27.500069, 13.625485
35.0, 0.025, 4.0, 0.1, 0.1, 0.7692308, 17.105156, -45.499878, 29.989351
35.0, 0.025, 4.0, 0.1, 0.1, 0.8333333, 15.858666, -21.500046, 9.246624
35.0, 0.025, 4.0, 0.1, 0.1, 0.9, 17.161, -30.50008, 13.693179
35.0, 0.025, 4.0, 0.1, 0.1, 0.33333334, 14.605, -9.5, 0.22136518
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 19.9715, -7.499995, -0.65375453
35.0, 0.025, 4.0, 0.1, 0.1, 0.85714287, 17.14186, -28.00007, 14.635432
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 16.603626, -23.000051, 7.739844
35.0, 0.025, 4.0, 0.1, 0.1, 0.8888889, 15.879225, -26.500065, 12.572604
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 14.75757, -32.000084, 17.147287
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 17.026667, -8.999998, -0.95277375
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 17.667, -14.500019, 3.0803843
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 17.168, -13.000013, 1.7147647
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 14.959225, -26.000063, 12.527085
35.0, 0.025, 4.0, 0.1, 0.1, 0.75, 12.647916, -26.500065, 16.18662
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 18.839249, -15.500023, 2.4993188
35.0, 0.025, 4.0, 0.1, 0.1, 0.5714286, 16.707285, -20.500042, 8.168252
35.0, 0.025, 4.0, 0.1, 0.1, 0.5, 18.7295, -8.499996, -0.5556497
35.0, 0.025, 4.0, 0.1, 0.1, 0.5, 16.4765, -7.9999948, 0.3812089
35.0, 0.025, 4.0, 0.1, 0.1, 0.8, 15.904399, -14.000017, 2.2451348
35.0, 0.025, 4.0, 0.1, 0.1, 0.875, 15.37175, -41.99993, 25.584541
35.0, 0.025, 4.0, 0.1, 0.1, 0.875, 16.9875, -25.00006, 10.263916
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 19.327, -9.5, 0.2408069
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 25.219, -5.9999967, -1.6764277
35.0, 0.025, 4.0, 0.1, 0.1, 0.90909094, 17.167545, -36.500015, 24.6755
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 16.630499, -14.000017, 5.434231
35.0, 0.025, 4.0, 0.1, 0.1, 0.5, 16.9925, -15.500023, 5.583904
35.0, 0.025, 4.0, 0.1, 0.1, 0.6, 18.090597, -17.000029, 4.0841064
35.0, 0.025, 4.0, 0.1, 0.1, 0.6666667, 16.709166, -20.500042, 6.9147115
35.0, 0.025, 4.0, 0.1, 0.1, 0.75, 15.96675, -12.00001, 0.71711284
35.0, 0.025, 4.0, 0.1, 0.1, 0.6, 15.7804, -16.500027, 4.4076247
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 17.034399, -16.000025, 4.831831
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 16.552, -11.000006, 2.0681472
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 14.83325, -11.500008, 1.0366203
35.0, 0.025, 4.0, 0.1, 0.1, 0.6, 16.612331, -42.999916, 25.582073
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 19.374334, -11.500008, 2.6036909
35.0, 0.025, 4.0, 0.1, 0.1, 0.8333333, 18.251833, -24.500057, 10.042163
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 23.901, -4.9999976, -1.8761562
35.0, 0.025, 4.0, 0.1, 0.1, 0.8, 18.302198, -17.50003, 5.1996503
35.0, 0.025, 4.0, 0.1, 0.1, 0.75, 17.269749, -16.000025, 5.3753467
35.0, 0.025, 4.0, 0.1, 0.1, 0.625, 13.566687, -32.000084, 18.199022
35.0, 0.025, 4.0, 0.1, 0.1, 0.75, 17.2695, -15.500023, 4.5434046
35.0, 0.025, 4.0, 0.1, 0.1, 0.71428573, 16.610998, -28.00007, 15.804742
35.0, 0.025, 4.0, 0.1, 0.1, 0.85714287, 17.437716, -21.500046, 6.9462795
35.0, 0.025, 4.0, 0.1, 0.1, 0.6666667, 13.024222, -21.500046, 7.956745
35.0, 0.025, 4.0, 0.1, 0.1, 0.75, 16.29175, -45.499878, 29.445862
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 19.114998, -11.500008, 0.5166616
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 15.516001, -6.499996, -0.96952087
35.0, 0.025, 4.0, 0.1, 0.1, 0.6363636, 16.595453, -35.00004, 21.880323
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 16.025002, -10.000002, 1.331787
35.0, 0.025, 4.0, 0.1, 0.1, 0.875, 16.911873, -22.000048, 6.0339847
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 19.798334, -12.500011, 2.840775
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 14.679819, -27.000067, 12.485827
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 24.871, -5.9999967, -1.5661448
35.0, 0.025, 4.0, 0.1, 0.1, 0.6363636, 9.474092, -8.999998, 0.80265707
35.0, 0.025, 4.0, 0.1, 0.1, 0.5, 21.1915, -9.5, 0.7128023
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 20.4435, -8.499996, -1.4348438
35.0, 0.025, 4.0, 0.1, 0.1, 0.75, 15.603314, -45.99987, 29.194828
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 17.786858, -26.500065, 12.111267
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 16.530334, -11.000006, 1.158784
35.0, 0.025, 4.0, 0.1, 0.1, 0.6666667, 15.666667, -18.500034, 5.6857004
35.0, 0.025, 4.0, 0.1, 0.1, 0.8333333, 17.8535, -20.00004, 5.5683284
35.0, 0.025, 4.0, 0.1, 0.1, 0.6, 12.132601, -14.000017, 4.56245
35.0, 0.025, 4.0, 0.1, 0.1, 0.8333333, 14.724999, -17.000029, 4.9298944
35.0, 0.025, 4.0, 0.1, 0.1, 0.7692308, 12.809157, -31.000082, 18.193714
35.0, 0.025, 4.0, 0.1, 0.1, 0.875, 15.753001, -46.999855, 31.277725
35.0, 0.025, 4.0, 0.1, 0.1, 0.8, 15.018201, -11.000006, -0.09935984
35.0, 0.025, 4.0, 0.1, 0.1, 0.8, 15.523399, -15.500023, 4.5832996
35.0, 0.025, 4.0, 0.1, 0.1, 0.7, 16.691502, -27.000067, 9.804743
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 20.961498, -8.999998, 0.013755128
35.0, 0.025, 4.0, 0.1, 0.1, 0.54545456, 14.27718, -24.000055, 10.311641
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 18.651249, -14.500019, 0.89113086
35.0, 0.025, 4.0, 0.1, 0.1, 0.6, 14.7362, -15.500023, 4.409818
35.0, 0.025, 4.0, 0.1, 0.1, 0.6, 14.6738, -28.00007, 15.767961
35.0, 0.025, 4.0, 0.1, 0.1, 0.8, 13.499201, -13.500015, 2.784904
35.0, 0.025, 4.0, 0.1, 0.1, 0.33333334, 13.435666, -9.5, 0.4530024
35.0, 0.025, 4.0, 0.1, 0.1, 0.90909094, 16.09691, -36.000023, 20.839218
35.0, 0.025, 4.0, 0.1, 0.1, 0.85714287, 18.588856, -27.500069, 13.278985
35.0, 0.025, 4.0, 0.1, 0.1, 0.8, 15.373899, -22.50005, 12.486344
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 17.561998, -20.500042, 6.478156
35.0, 0.025, 4.0, 0.1, 0.1, 0.85714287, 13.144572, -31.500084, 18.464146
35.0, 0.025, 4.0, 0.1, 0.1, 0.8, 17.6404, -20.500042, 9.338422
35.0, 0.025, 4.0, 0.1, 0.1, 0.5, 20.463501, -8.499996, -0.72362643
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 17.679249, -14.500019, 2.022584
35.0, 0.025, 4.0, 0.1, 0.1, 0.7692308, 16.30354, -42.999916, 29.504381
35.0, 0.025, 4.0, 0.1, 0.1, 0.8181818, 15.984998, -30.50008, 15.211906
35.0, 0.025, 4.0, 0.1, 0.1, 0.7777778, 16.66289, -29.000074, 17.404053
35.0, 0.025, 4.0, 0.1, 0.1, 0.72727275, 13.772544, -28.00007, 13.822255
35.0, 0.025, 4.0, 0.1, 0.1, 0.5, 15.456751, -10.500004, 2.226923
35.0, 0.025, 4.0, 0.1, 0.1, 0.6923077, 16.617693, -42.999916, 26.48522
35.0, 0.025, 4.0, 0.1, 0.1, 0.8333333, 14.124667, -17.000029, 4.301212
35.0, 0.025, 4.0, 0.1, 0.1, 0.6666667, 17.544, -18.500034, 4.764152
35.0, 0.025, 4.0, 0.1, 0.1, 1.0, 17.630249, -14.500019, 5.043998
