TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
35.0, 0.025, 1.0, 0.1, 0.1, 1.0, 16.616497, -26.000063, 16.361952
35.0, 0.025, 1.0, 0.1, 0.1, 1.0, 20.765501, -8.999998, 3.2410603
35.0, 0.025, 1.0, 0.1, 0.1, 1.0, 12.864122, -17.000029, 9.32755
35.0, 0.025, 1.0, 0.1, 0.1, 0.8333333, 16.603167, -34.500046, 23.962353
35.0, 0.025, 1.0, 0.1, 0.1, 1.0, 19.539335, -12.00001, 4.755822
35.0, 0.025, 1.0, 0.1, 0.1, 0.7777778, 15.219666, -27.500069, 18.204617
35.0, 0.025, 1.0, 0.1, 0.1, 0.625, 13.974125, -18.500034, 10.399166
35.0, 0.025, 1.0, 0.1, 0.1, 0.7777778, 16.405445, -27.500069, 17.872858
35.0, 0.025, 1.0, 0.1, 0.1, 0.75, 14.35525, -23.500053, 14.859601
35.0, 0.025, 1.0, 0.1, 0.1, 0.8, 17.903202, -19.000036, 11.071103
35.0, 0.025, 1.0, 0.1, 0.1, 0.8333333, 13.799666, -12.500011, 5.471104
35.0, 0.025, 1.0, 0.1, 0.1, 0.5, 18.3815, -7.9999948, 1.9836975
35.0, 0.025, 1.0, 0.1, 0.1, 0.6363636, 16.35109, -35.00004, 24.256058
35.0, 0.025, 1.0, 0.1, 0.1, 0.75, 13.383415, -25.00006, 16.368774
35.0, 0.025, 1.0, 0.1, 0.1, 0.6666667, 17.757555, -30.50008, 20.076658
35.0, 0.025, 1.0, 0.1, 0.1, 0.5, 14.61225, -11.000006, 4.913399
35.0, 0.025, 1.0, 0.1, 0.1, 0.6666667, 17.743668, -13.500015, 5.9988275
35.0, 0.025, 1.0, 0.1, 0.1, 0.8, 16.2654, -15.500023, 7.8651485
35.0, 0.025, 1.0, 0.1, 0.1, 0.6, 13.650002, -23.000051, 14.520908
35.0, 0.025, 1.0, 0.1, 0.1, 0.875, 16.77775, -24.000055, 14.507348
35.0, 0.025, 1.0, 0.1, 0.1, 0.5714286, 13.580141, -18.000032, 10.240619
35.0, 0.025, 1.0, 0.1, 0.1, 0.8, 14.2782, -16.500027, 8.686835
35.0, 0.025, 1.0, 0.1, 0.1, 0.75, 15.562, -13.500015, 6.083721
35.0, 0.025, 1.0, 0.1, 0.1, 0.71428573, 16.716858, -23.000051, 14.664567
35.0, 0.025, 1.0, 0.1, 0.1, 1.0, 18.003336, -32.500076, 22.388895
35.0, 0.025, 1.0, 0.1, 0.1, 1.0, 12.7154, -13.500015, 6.5958967
35.0, 0.025, 1.0, 0.1, 0.1, 0.7777778, 17.270111, -31.000082, 20.833681
35.0, 0.025, 1.0, 0.1, 0.1, 0.5, 15.109668, -19.000036, 11.120031
35.0, 0.025, 1.0, 0.1, 0.1, 1.0, 19.0225, -16.000025, 8.638735
35.0, 0.025, 1.0, 0.1, 0.1, 0.6, 14.872101, -27.000067, 18.013363
35.0, 0.025, 1.0, 0.1, 0.1, 1.0, 24.328, -5.499997, 0.7284723
35.0, 0.025, 1.0, 0.1, 0.1, 0.6, 16.4032, -13.500015, 5.7723804
35.0, 0.025, 1.0, 0.1, 0.1, 1.0, 19.831001, -7.499995, 1.704876
35.0, 0.025, 1.0, 0.1, 0.1, 0.33333334, 12.132333, -11.000006, 4.308171
35.0, 0.025, 1.0, 0.1, 0.1, 1.0, 19.594, -12.500011, 5.2089496
35.0, 0.025, 1.0, 0.1, 0.1, 0.6, 18.2144, -17.50003, 9.029796
35.0, 0.025, 1.0, 0.1, 0.1, 1.0, 25.555, -6.499996, 1.4512981
35.0, 0.025, 1.0, 0.1, 0.1, 0.75, 15.0267515, -21.500046, 12.870076
