TICKS, POS-REWARD, NEG-REWARD, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 25.35067
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 16.770668
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 19.612999
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 17.077332
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 17.162668
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 16.405998
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.672335
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 19.478666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.52567
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.293665
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.993668
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 25.421333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 14.038669
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.346
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 28.385666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 16.501669
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 35.068333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.324
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 35.940998
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.980667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.0, 16.983667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 14.016
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.209335
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 16.677
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.622665
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 22.353334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 11.303666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.913334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.0, 8.684333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 13.946334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.696
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.642002
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 16.740667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 20.176668
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 11.102333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.77933
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 19.452667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 31.480333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.109005
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.377003
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 18.871332
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.297665
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.469
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 31.443665
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 16.85
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 24.970667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.423002
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.420334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 25.695
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 16.793667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 19.378
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 21.991669
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 19.268332
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.3949995
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 31.475
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 24.660334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.814667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 14.023999
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.990667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.974
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.544666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.0, 13.865001
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 29.897669
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 19.785667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.079
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.253002
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.365665
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 19.886667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.937668
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.627666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 24.779999
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 28.135
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.748997
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 35.482334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 25.262001
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.943335
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.888666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.27367
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 35.081333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 19.733002
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.232666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 17.168
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 35.374332
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 27.834
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.590664
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 8.565333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.791336
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.26567
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 32.576332
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.237665
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 19.248001
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.456667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 16.823668
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 11.296666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 31.264666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.502
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.0, 11.631667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.181667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 19.675331
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 25.059998
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 25.973333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.76866
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 19.433668
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 19.439001
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.632666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 14.014667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 25.265001
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.625
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 16.855333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 24.032667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.0, 8.542335
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.593334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.421333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.695333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.118334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.165335
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.77834
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 16.744331
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 22.311003
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.631668
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 8.484
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 25.975668
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.166336
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 19.448666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 27.686335
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 19.804335
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 19.345667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.326
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.056665
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.602
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 8.988002
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.181335
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.559334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 11.720666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 19.633333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 8.894333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.33667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.814333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.632668
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 32.672333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 14.173335
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.71
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.527332
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.864
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.045667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 8.923667
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 37.57867
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 22.006668
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.52567
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 35.894665
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.702666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 11.492
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.629
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 28.10167
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.96033
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.958332
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.988663
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 19.26
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 22.63433
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 22.148666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.829336
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.752666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.851334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.275333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 22.693335
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 11.328334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 14.270668
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 32.869335
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 19.521666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.439335
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 31.305664
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 8.208333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.515001
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 9.185666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.171669
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 32.22067
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 29.580002
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 8.641666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 25.504333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 24.815
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 31.137001
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 19.255999
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 29.031998
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 30.874334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 30.883331
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 8.958333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 8.501
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 28.445002
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 31.574333
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.33333334, 19.683
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 0.6666667, 24.547998
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.319996
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 35.828327
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 13.963666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 24.342001
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 21.470001
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.917334
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 33.787663
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 27.941666
40.0, 4.0, -0.5, 1.0, 1.0, 1.0, 1.0, 34.353336
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.0, 11.493668
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 29.885
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 19.361
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 25.578333
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 27.652002
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 18.847
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 16.807669
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 16.887331
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 25.231
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 35.468998
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 22.143997
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 21.784002
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 27.573
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.041332
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 31.209665
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.331665
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.747
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.739
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.564
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 26.778
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.914997
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.37533
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 27.596666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 25.011335
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 14.075665
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 8.970001
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 32.742
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 11.326665
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 35.039997
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 8.911667
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 19.213333
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 24.772003
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 29.986334
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 30.447332
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 27.496668
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 11.347
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 17.052666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 30.709335
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.286667
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 27.135336
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.628666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.416668
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.13
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 30.836332
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 30.858332
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 30.336664
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 28.838663
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 19.590998
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 24.501999
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 24.372335
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.0, 8.663001
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 30.398
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 30.383333
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 32.982666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 28.323997
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.344666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 16.558
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 31.367668
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 32.632664
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 27.942999
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 14.223666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 16.737
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.75433
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.633003
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 19.364
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 11.492665
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.851665
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 24.611666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 22.460335
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 30.262667
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.954666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.235996
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 31.154669
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 30.079666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 32.510006
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 27.354002
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 14.128665
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 24.815664
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 11.521335
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 17.553
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 24.75067
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.403336
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 8.991001
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.519
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 25.090002
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.35033
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.935665
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 16.620667
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 19.405664
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.011337
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 31.363998
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 16.524
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 35.361668
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 28.011002
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.670338
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 27.868668
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 20.167665
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 28.480997
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 27.463
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 25.398333
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 14.145333
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 22.489668
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 29.869001
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 16.498667
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 27.71
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 22.616669
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.0, 8.810334
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.091667
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 30.52867
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 19.227331
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 22.621336
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 21.658333
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.16367
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.693
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 24.728662
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 8.294666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 32.658337
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.16734
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 26.976664
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 30.950666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 21.876333
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 7.9886665
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 27.655329
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 19.946335
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 24.949
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.914997
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.800003
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 32.851
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 14.432666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.33333334, 8.902
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 17.086668
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 24.963999
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 29.678665
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 25.962667
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 25.286001
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 13.880333
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 35.380337
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 29.672335
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.25533
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 30.363665
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 34.05467
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 0.6666667, 14.229001
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 30.819666
40.0, 4.0, -0.5, 1.0, 1.0, 2.0, 1.0, 33.635666
