TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.8125, 6.7508144, -28.500072, 18.862196
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.75, 7.842063, -40.999947, 30.111776
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.875, 6.163125, -21.000044, 12.472446
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.9375, 7.809252, -36.000023, 25.841234
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.875, 7.4239388, -31.500084, 22.014004
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.875, 7.738062, -35.00004, 24.686548
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.75, 6.4758124, -25.00006, 15.779473
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.9375, 7.591187, -31.000082, 20.863926
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.875, 7.291127, -34.500046, 24.967201
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.9375, 7.058812, -25.00006, 15.644286
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.6875, 6.521062, -25.00006, 16.035028
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.875, 7.2015, -26.000063, 17.043835
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.8125, 8.263501, -39.49997, 28.872873
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.875, 7.8075, -34.000053, 24.441242
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.8125, 6.890624, -20.500042, 11.518472
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.6875, 7.3021255, -32.000084, 22.993351
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.875, 6.5432487, -25.500061, 16.13412
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.9375, 8.442624, -41.49994, 29.766705
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 1.0, 7.908062, -32.500076, 21.939264
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.9375, 7.0250616, -31.500084, 22.134108
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.875, 6.9463124, -28.00007, 19.206188
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.875, 7.9819365, -37.999992, 27.106306
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.75, 6.894185, -29.500076, 19.942472
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.75, 7.264748, -27.000067, 17.928587
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.8125, 6.9333773, -32.500076, 22.826704
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.75, 7.0831256, -32.000084, 22.435894
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 1.0, 7.847313, -36.500015, 26.053143
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.6875, 6.9692497, -28.00007, 18.69069
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.9375, 7.442688, -31.500084, 21.752674
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.9375, 7.7963123, -31.500084, 21.824831
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 1.0, 7.454437, -31.500084, 20.533514
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.875, 7.1541257, -30.50008, 21.05989
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.6875, 6.706, -27.500069, 18.54136
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.8125, 7.5561876, -32.500076, 23.161003
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.75, 5.8893747, -16.000025, 8.230086
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.875, 8.056687, -36.500015, 25.681807
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.875, 7.418814, -31.000082, 21.173965
35.0, 0.025, 1.0, 1.0, 0.1, 0.1, 0.9375, 7.1893754, -28.500072, 19.157925
