TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.75, 7.2879386, -34.000053, 20.221025
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.8125, 6.88775, -30.000078, 17.383993
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.75, 7.192811, -33.50006, 19.894175
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.625, 7.489873, -32.500076, 20.107336
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.875, 7.467, -32.000084, 19.814323
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 6.8407507, -24.500057, 12.544761
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.875, 7.2884383, -34.500046, 20.125263
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.9375, 8.392623, -40.499954, 24.846462
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.875, 7.352063, -35.00004, 23.702135
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.875, 7.826624, -34.000053, 19.211979
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.8125, 7.143501, -33.00007, 20.1464
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.875, 7.856813, -34.000053, 21.587791
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.9375, 7.663, -32.500076, 19.922691
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.875, 7.921687, -35.50003, 23.617342
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.9375, 7.311188, -25.500061, 11.390216
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.6875, 7.438249, -34.000053, 23.282814
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.875, 6.6240005, -27.000067, 13.803423
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.04775, -36.000023, 20.38004
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.8125, 8.253688, -36.000023, 20.618933
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.875, 6.9551864, -31.000082, 19.325165
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.875, 6.780626, -26.000063, 15.799481
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.8125, 6.520437, -21.000044, 9.489372
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.6875, 7.0040646, -30.50008, 17.855871
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.6875, 8.217062, -38.499985, 24.936388
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.6875, 6.393437, -26.500065, 15.315349
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.625, 7.013563, -31.500084, 19.452091
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.9375, 7.328251, -30.50008, 17.712908
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.6875, 6.916815, -28.00007, 16.248129
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.9375, 7.8616867, -37.000008, 23.454771
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.75, 7.958748, -33.00007, 20.445719
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.9375, 7.065814, -27.000067, 11.4512205
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 0.875, 7.8537493, -37.999992, 25.00237
