TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 5.3300633, -1.5000002, -0.6998438
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 6.274497, -7.9999948, 0.09248773
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 6.0049996, -0.5, -0.108057894
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 7.0913744, -8.999998, 1.5029452
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.0981264, -8.499996, 0.40222713
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.3125, 5.847751, -5.499997, -0.4618428
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 5.476813, -1.0000001, -0.39322206
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 5.2567506, -0.5, -0.09863635
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 5.4091244, 0.0, 0.0
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 6.714313, -7.499995, 1.8449352
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 5.717249, -1.0000001, -0.5178116
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 5.775063, -4.499998, -0.3801783
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.4375, 6.3735003, -6.499996, -0.9054762
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.4135013, -3.9999983, -0.15683791
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 5.9968743, -7.499995, -0.07035792
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 6.5752506, -8.499996, 0.8902057
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 5.273812, -0.5, -0.20676585
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.4375, 5.9003124, -5.9999967, -0.105670206
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 5.94775, -3.9999983, -1.1615994
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 5.788063, -4.499998, -0.42190373
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 5.4813113, -1.0000001, -0.45399618
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.375, 5.609937, -2.4999998, -0.6412605
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 5.1905, 0.0, 0.0
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 6.254875, -7.9999948, 0.06017849
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.855, -9.5, 1.80446
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 6.8006263, -8.999998, 1.006464
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 7.9199986, -11.500008, 4.364703
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5, 5.385999, 0.0, 0.0
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.375, 6.3120008, -4.9999976, -0.47841978
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 7.666748, -7.9999948, 0.56210285
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 6.9125004, -6.9999957, 0.29685682
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.9375, 5.5233116, -1.5000002, -0.5411397
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5, 6.563749, -8.999998, 0.8732675
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.493998, -7.9999948, 0.55169225
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 6.5651875, -8.499996, 0.8941088
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 5.3749986, 0.0, 0.0
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 5.236251, -0.5, -0.3374308
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 5.3843746, 0.0, 0.0
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 6.5762486, -8.999998, 0.53403205
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 5.4262514, -0.5, -0.18743038
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 5.729315, -3.9999983, -0.8684573
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.0383124, -4.9999976, -0.5430485
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.0324993, -7.499995, 0.3390841
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 8.680188, -12.00001, 1.3667727
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 6.792501, -8.999998, 1.1182504
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 5.394625, 0.0, 0.0
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 5.758999, -3.9999983, -1.1354147
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 5.307124, -1.5000002, -0.4834716
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 7.0243745, -8.999998, 2.0223782
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 5.958062, -6.9999957, 0.16375875
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 5.9021864, -3.4999988, -0.83604985
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 7.3843727, -10.500004, 2.4920652
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 7.080625, -9.5, 1.1992267
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5, 5.944813, -3.9999983, -0.6262379
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 5.4817486, -1.0000001, -0.55365294
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 5.6131244, -2.4999998, -0.92094845
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 5.895563, -5.9999967, -0.54128945
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 7.0149994, -8.499996, 0.28853223
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 7.3312507, -10.000002, 2.8773577
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 6.273499, -4.499998, -0.86803156
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 6.792186, -5.499997, 0.075428754
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 5.4633737, -1.0000001, -0.31689343
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 6.854999, -9.5, 1.8997623
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 6.8785615, -3.9999983, -1.1255574
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 5.8308134, -5.499997, -0.52467203
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5, 6.3037505, -8.499996, 1.0989907
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 5.6661882, -2.9999993, -1.004083
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 6.0406265, -7.9999948, 0.5962362
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 6.6371255, -6.9999957, 0.22393858
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 7.286312, -8.999998, 0.2719126
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 5.312251, -1.5000002, -0.75141865
22.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 5.770874, -4.499998, -1.1347083
