TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.4375, 5.7137504, -6.499996, -0.44890535
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 6.158937, -6.499996, -0.46333042
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 7.4568753, -10.500004, 4.055468
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 6.7008114, -10.000002, 2.061274
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 6.1206884, -8.499996, 0.38220432
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 7.8512473, -10.500004, 1.8685284
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5, 6.8518767, -9.5, 1.7111706
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.9375, 5.8370633, -7.9999948, 1.8523465
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.9375, 9.569439, -14.500019, 3.5355628
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 6.990688, -10.500004, 3.8376484
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 5.6748743, -0.5, -0.29988185
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.0218744, -7.9999948, 1.024509
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 6.839378, -9.5, 0.23778427
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 6.8206263, -8.999998, 2.0786083
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 6.0281262, -7.9999948, 0.16948737
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 7.0496864, -11.500008, 2.551511
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 1.0, 7.29831, -11.000006, 2.2403636
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 6.115689, -8.499996, 0.9885481
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 1.0, 7.3072495, -9.5, 0.4579846
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 5.7671256, -6.9999957, 0.17460153
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.9375, 5.9916244, -7.499995, 0.77787215
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.4375, 6.0615625, -7.9999948, 0.9962685
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 6.4143753, -9.5, 0.7320429
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 6.0471883, -7.9999948, 0.05670671
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 7.070876, -9.5, 1.7932812
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 6.501813, -7.9999948, 0.46000654
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 7.780064, -12.00001, 4.725693
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 7.4003115, -10.500004, 0.66920847
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 7.6825624, -10.500004, 2.1756902
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 8.340185, -11.000006, 2.1417844
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 7.43125, -10.500004, 2.1032693
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 7.115, -10.000002, 1.6205112
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 6.5334377, -8.499996, 0.59367913
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 6.391624, -6.499996, -0.069354646
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 6.7460628, -10.500004, 2.0032656
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.032938, -7.9999948, 0.5360022
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 8.083436, -13.000013, 3.9172926
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.9375, 7.2246866, -11.000006, 1.8911074
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 6.849751, -9.5, 0.7962317
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 6.105874, -5.9999967, 0.30534226
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 6.028126, -7.9999948, 0.5078342
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 7.094814, -9.5, 1.3500758
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 6.128502, -8.499996, 0.863419
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 8.206559, -12.00001, 1.3777564
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.84875, -9.5, 1.398253
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.9375, 6.8362484, -9.5, 0.6666976
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 6.9228754, -10.000002, 0.8132249
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 6.1583123, -8.999998, 1.6126271
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 7.1212482, -10.000002, 2.6453152
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 6.048313, -7.9999948, 0.6067269
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.9375, 7.0783124, -9.5, 1.1809881
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 7.531875, -9.5, 1.930885
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 1.0, 7.046376, -8.999998, 0.91885275
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.288125, -8.499996, 1.3806436
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 6.852499, -9.5, 0.85219735
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 7.586748, -10.000002, 1.2091233
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.4375, 6.3131247, -8.499996, 0.37893906
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 7.396747, -10.500004, 1.3003513
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 6.776376, -8.499996, 1.9292034
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 6.9700007, -10.000002, 1.1193278
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 7.6238728, -10.500004, 2.6231978
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.2974987, -8.499996, 1.3856642
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 6.900938, -10.000002, 2.212522
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 8.515189, -15.500023, 3.6960154
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.5625, 5.472, -1.0000001, -0.3639822
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.4375, 6.26625, -7.9999948, 0.8061289
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 7.2642517, -11.500008, 2.0403087
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.075812, -8.499996, 0.79758817
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.75, 7.478124, -11.500008, 2.6221688
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 7.8949995, -11.000006, 1.2219881
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.6875, 6.929312, -10.000002, 1.2901168
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 6.855001, -9.5, 0.46141228
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.875, 8.801623, -13.500015, 3.2624
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.625, 6.8167505, -8.999998, 0.55312943
25.0, 0.025, 3.0, 2.0, 0.1, 0.1, 0.8125, 6.8961883, -10.000002, 1.0199906
