TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 9.068937, -35.50003, 22.57196
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8125, 11.647622, -44.499893, 30.043411
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 10.032749, -35.50003, 25.544355
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 10.879938, -37.5, 25.168121
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 10.185312, -40.999947, 27.457222
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8125, 11.957562, -48.499832, 34.29978
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.625, 8.620127, -32.500076, 21.04767
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8125, 10.4940605, -38.999977, 28.198973
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 12.397501, -45.499878, 30.406944
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 9.93925, -35.00004, 24.897419
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 10.240313, -35.50003, 22.933743
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 10.180375, -32.500076, 21.53199
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 11.201687, -39.49997, 24.940674
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.6875, 10.729998, -37.000008, 25.776955
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 10.51344, -37.000008, 23.721785
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8125, 9.690684, -34.500046, 22.057327
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 10.408126, -37.000008, 24.18473
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5625, 9.741813, -32.500076, 20.88733
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 10.326751, -39.49997, 25.559227
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 10.355874, -37.000008, 24.695105
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 8.555875, -30.50008, 19.606014
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5625, 8.812123, -35.50003, 23.838568
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 10.162875, -40.499954, 26.719677
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 10.965623, -44.499893, 30.252525
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 11.143375, -41.49994, 28.690937
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 10.498688, -39.49997, 26.270435
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 11.382252, -38.999977, 28.152098
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 11.857062, -41.99993, 26.92045
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 8.044126, -17.50003, 8.30602
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 11.428814, -41.49994, 27.739202
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8125, 10.158251, -37.5, 24.734913
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 9.174124, -29.000074, 17.664215
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8125, 11.005499, -45.99987, 32.22723
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 9.5807495, -34.000053, 22.065191
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 10.757312, -41.99993, 28.71796
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 11.454627, -44.999886, 31.97541
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 11.142437, -43.9999, 30.545946
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 9.909125, -34.500046, 22.057194
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 11.2008095, -47.499847, 33.062527
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 10.85031, -37.5, 25.813375
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 9.062375, -33.00007, 21.4648
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 11.87475, -50.4998, 35.971737
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 10.9260645, -43.49991, 30.126154
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 12.067375, -46.999855, 30.76501
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8125, 11.013812, -39.99996, 27.000874
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 11.45344, -39.49997, 25.384747
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 11.910126, -44.499893, 30.02062
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 10.2212515, -40.499954, 28.192085
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 11.054501, -40.499954, 28.601215
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 11.627125, -52.999763, 38.78253
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 11.607061, -47.499847, 33.470642
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 10.750373, -31.000082, 19.875158
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 12.552375, -49.99981, 35.159157
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8125, 9.657125, -37.000008, 25.6806
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.625, 10.09075, -39.49997, 26.052961
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 11.97181, -45.99987, 31.539022
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 10.708875, -46.499863, 32.349358
35.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9375, 10.830999, -35.00004, 21.833576
