TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 9.325, -2.4999998, -0.25587744
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.675, -2.0000002, -0.07963852
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.912, -2.0000002, -0.23066962
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.025, -1.5000002, -0.23074071
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.088, -1.5000002, -0.13787672
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.093, -1.5000002, -0.5694633
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 9.975, -2.9999993, -0.4997247
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 9.975, -2.9999993, -0.0032182876
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.908, -2.0000002, -0.728436
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.675, -2.0000002, -0.18772545
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.086, -1.5000002, -0.6548032
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.675, -2.0000002, -0.119644426
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.625, -2.0000002, -0.55892235
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.025, -1.5000002, -0.10623359
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.121, -1.5000002, -0.097450316
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.3, -1.5000002, -0.5300374
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 9.387, -2.4999998, -0.7437514
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.122, -1.5000002, -0.3114728
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 9.325, -2.4999998, -0.13537794
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.12, -1.5000002, -0.5167939
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.625, -2.0000002, -0.62488896
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.625, -2.0000002, -0.62106985
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.885, -2.0000002, -0.7377236
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 7.975, -1.5000002, -0.7555174
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 9.613, -2.4999998, -0.7956778
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.93, -2.0000002, -0.84345686
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 7.481, -1.0000001, -0.3142237
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.675, -2.0000002, -0.111094855
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.266, -1.5000002, -0.5514633
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.675, -2.0000002, -0.3774069
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 7.975, -1.5000002, -0.65820247
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.808, -2.0000002, -0.2635437
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.689, -2.0000002, -0.14117673
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.088, -1.5000002, -0.7159873
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 9.619, -2.4999998, -0.8720075
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.675, -2.0000002, -0.105686545
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.962, -2.0000002, -0.50644296
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.025, -1.5000002, -0.017933067
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.025, -1.5000002, -0.44919568
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.675, -2.0000002, -0.47102556
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 9.975, -2.9999993, -0.7373837
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.778, -2.0000002, -0.8326816
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 9.401, -2.4999998, -1.0097891
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.879, -2.0000002, 0.0091139
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.779, -2.0000002, -0.09091248
35.0, 0.025, 3.0, 1.0, 0.1, 0.1, 1.0, 8.675, -2.0000002, 0.046748735
