TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.5625, 6.7410626, -18.500034, 10.034584
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.5, 7.22475, -7.9999948, 2.1057835
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 7.4955, -6.499996, 1.2359197
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 8.547501, -6.499996, 1.1182151
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.8, 8.157, -7.499995, 2.0381134
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 11.685, -1.5000002, -0.17272751
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.75, 7.125915, -13.000013, 5.7829385
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 13.635, -2.9999993, -0.046828944
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.33333334, 8.711667, -4.499998, 0.43418244
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.6, 8.0720005, -6.9999957, 2.102082
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.75, 7.8900003, -4.499998, 0.42600366
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 9.2335005, -2.4999998, 0.10726725
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.6666667, 5.7205544, -4.499998, 0.36147028
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 8.578334, -3.9999983, 0.11590861
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.6363636, 7.1630006, -12.00001, 5.0458293
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.75, 7.9400005, -4.499998, 0.2835413
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.85714287, 7.4475718, -7.499995, 2.0805156
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 12.385, -2.0000002, -0.24554665
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 7.891334, -2.4999998, -0.086574376
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 11.686, -1.5000002, -0.15723051
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.8333333, 7.8266673, -7.9999948, 2.183928
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 8.77, -4.499998, 0.26331547
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.6666667, 8.636666, -3.9999983, 0.23946306
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.5, 7.526333, -6.499996, 1.2245368
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.85714287, 7.517285, -7.9999948, 2.141883
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 8.221601, -7.499995, 1.9489309
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.6666667, 7.551335, -11.500008, 5.1181297
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.8, 8.047, -6.9999957, 1.4840726
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 10.985, -1.0000001, -0.17824456
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.8333333, 7.4938335, -6.499996, 1.466166
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 7.774, -3.9999983, 0.31830883
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 11.813, -1.5000002, -0.16834298
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.71428573, 7.598358, -20.500042, 11.949097
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.5, 9.845499, -3.4999988, 0.072044104
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 8.07125, -4.9999976, 0.7730157
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.6, 6.1629996, -4.9999976, 0.7994656
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.7777778, 7.7736654, -13.000013, 5.8765044
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 11.685, -1.5000002, -0.2825096
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 11.685, -1.5000002, -0.09106382
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.75, 7.4034157, -15.000021, 7.327723
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.75, 8.38975, -5.9999967, 1.0919029
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 13.035, -2.4999998, 0.064419284
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 8.0458, -6.9999957, 1.869479
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.85714287, 7.290143, -6.9999957, 1.7060654
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 8.09025, -4.9999976, 0.6231354
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.5, 8.600249, -6.499996, 1.5653158
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.6, 8.0904, -6.9999957, 1.5857497
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.625, 6.2716236, -7.499995, 2.0670123
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.6666667, 8.412666, -3.4999988, 0.2550067
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.5, 9.9345, -3.4999988, 0.119795024
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.42857143, 6.6312857, -3.4999988, 0.0826765
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.85714287, 8.031427, -11.000006, 4.6434093
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 9.006666, -4.9999976, 0.8520171
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.5, 9.544001, -2.9999993, 0.024206923
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.8333333, 7.972833, -8.499996, 3.103264
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.6666667, 7.128334, -8.999998, 3.132758
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 12.285, -2.0000002, -0.26371837
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 8.9314995, -2.0000002, 0.008063009
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 1.0, 7.91475, -4.499998, 0.46470115
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.44444445, 7.548332, -12.00001, 4.9100304
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.8, 7.7122, -14.500019, 6.698101
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.75, 7.3683743, -8.499996, 2.6774669
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.5714286, 7.4498568, -7.499995, 1.9583805
30.0, 0.025, 1.0, 2.0, 0.1, 0.1, 0.6875, 6.5797505, -14.000017, 6.5169697
