TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.062, -1.5000002, -0.20924872
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.325, -2.4999998, 0.08618039
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 7.375, -1.0000001, -0.1692737
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.021, -2.0000002, -0.10489224
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 7.573, -1.0000001, -0.11000816
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.325, -2.4999998, -0.3784985
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.675, -2.0000002, -0.33583662
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.625, -2.0000002, -0.08319698
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.473, -2.4999998, -0.4623324
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.335, -2.4999998, -0.023273258
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.625, -2.0000002, -0.47159857
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.811, -2.0000002, -0.06185016
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.675, -2.0000002, -0.34367803
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.677, -2.0000002, -0.0023205932
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.874, -2.0000002, -0.007983249
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 7.975, -1.5000002, -0.35825178
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.847, -2.0000002, -0.462058
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.025, -1.5000002, -0.20543897
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.851, -2.0000002, -0.12010703
35.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.925, -2.9999993, -0.23864144
