TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5625, 5.6731877, -0.5, -0.25754184
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 1.0, 15.395, -1.5000002, -0.5297594
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.4375, 6.5293765, -8.499996, 1.543633
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.75, 7.3406262, -10.000002, 3.265344
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.6875, 5.9148135, -6.499996, 0.9423134
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.6, 7.7189994, -10.000002, 2.538405
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.625, 6.2158747, -4.499998, 0.046861146
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.625, 5.49025, -1.0000001, -0.18496275
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.3125, 5.565062, -2.0000002, -0.46596655
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.75, 8.079002, -10.500004, 3.14667
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5625, 6.538751, -8.499996, 1.7204636
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.6, 7.2980003, -5.9999967, 1.052676
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.4375, 5.687062, -3.4999988, -0.41310945
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5, 6.6886873, -4.499998, 0.29366574
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5555556, 9.371667, -7.499995, 0.784398
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.625, 8.492689, -10.000002, 2.4175956
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.625, 7.006624, -8.499996, 2.330094
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.75, 9.257502, -6.499996, 0.2658658
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.625, 5.388375, 0.0, 0.0
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.6923077, 6.7226934, -7.499995, 1.3082612
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.84615386, 9.908308, -11.000006, 2.8358235
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.75, 5.8793135, -2.9999993, -0.38261184
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.875, 6.769061, -2.4999998, -0.38416237
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.75, 8.239436, -9.5, 2.4335217
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5625, 6.491249, -7.9999948, 1.0222273
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.15384616, 7.048538, -4.9999976, 0.26667303
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.6875, 6.9686885, -7.9999948, 1.3185917
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.75, 6.2685614, -2.0000002, -0.47133225
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.8125, 8.193877, -5.9999967, 0.89523214
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.3125, 6.1914983, -6.9999957, 0.663224
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.4375, 5.442749, -0.5, -0.211992
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.6875, 8.42125, -12.00001, 3.8593335
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.64285713, 8.058431, -5.9999967, 0.39857534
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5625, 5.6616874, -0.5, -0.17152247
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5625, 5.380627, 0.0, 0.0
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.75, 7.7864356, -6.499996, 0.4444964
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.625, 9.629749, -5.9999967, 0.5925071
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.7777778, 8.898334, -6.9999957, 0.5136081
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.625, 5.382875, 0.0, 0.0
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5, 5.789126, -4.9999976, -0.0046257414
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5, 5.9240623, -3.4999988, -0.24840143
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5625, 7.051875, -8.999998, 2.02286
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5625, 5.403, 0.0, 0.0
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5, 7.78025, -9.5, 2.4987125
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.75, 5.8912497, -0.5, -0.21472481
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.625, 7.021187, -5.499997, 0.5547726
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.6875, 7.0908732, -9.5, 2.4567711
22.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.75, 8.36025, -7.9999948, 1.5253841
