TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.025, -1.5000002, -0.40790793
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.025, -1.5000002, -0.18851803
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.325, -1.0000001, -0.28817058
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.548, -1.0000001, -0.24007246
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.453, -1.0000001, -0.16763273
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 6.823, -0.5, -0.3278041
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.325, -1.0000001, -0.5012002
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.325, -1.0000001, -0.24512078
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.375, -1.0000001, -0.6551058
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.43, -1.0000001, -0.2410562
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.375, -1.0000001, -0.65442836
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.505, -1.0000001, -0.19883782
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.375, -1.0000001, -0.5200229
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.458, -1.0000001, -0.14920078
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.325, -1.0000001, -0.14329556
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.025, -1.5000002, -0.7194256
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.406, -1.0000001, -0.6372632
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.102, -1.5000002, -0.41597328
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.325, -1.0000001, -0.26645783
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.325, -1.0000001, -0.5256727
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.375, -1.0000001, -0.57362175
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.325, -1.0000001, -0.559279
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.325, -1.0000001, -0.6572327
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 6.845, -0.5, -0.42368686
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.582, -1.0000001, -0.6681004
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.393, -1.0000001, -0.7262157
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.375, -1.0000001, -0.3934803
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.523, -1.0000001, -0.19641778
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.025, -1.5000002, -0.7417341
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.325, -1.0000001, -0.3721481
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.975, -1.5000002, -0.874506
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.475, -1.0000001, -0.3113996
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.489, -1.0000001, -0.20438118
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.552, -1.0000001, -0.7169538
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.025, -1.5000002, -0.96534467
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.325, -1.0000001, -0.16717803
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 7.572, -1.0000001, -0.48697245
30.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 6.675, -0.5, -0.05292457
