TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5625, 5.831876, -7.9999948, 1.0900167
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.625, 6.62625, -4.499998, -0.27849692
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 5.7327504, -3.9999983, -0.45511287
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.9, 5.8676004, -2.9999993, -0.10290701
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5, 6.278333, -3.4999988, -0.55875367
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5, 7.5595007, 0.0, 0.0
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5625, 5.4913745, -1.0000001, -0.3855171
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 5.393625, 0.0, 0.0
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 5.9636245, -6.9999957, 1.0534528
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.375, 5.0526257, 0.0, 0.0
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 5.8381257, -7.9999948, 1.7869576
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 5.5269375, -1.5000002, -0.5020623
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8181818, 6.4395447, -5.9999967, 0.4464692
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.71428573, 5.808143, -1.5000002, -0.37933034
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.6875, 5.644999, -7.9999948, 1.378536
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 7.9234996, -0.5, -0.12565145
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5, 5.3233743, -1.5000002, -0.40804255
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 6.3015003, -2.4999998, -0.24987297
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5625, 5.998251, -7.499995, 1.096474
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 9.741, 0.0, 0.0
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5, 5.5078745, -1.5000002, -0.2466393
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.84615386, 6.36423, -6.9999957, 1.1011959
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8181818, 6.109181, -2.9999993, -0.50480485
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 6.6472006, -1.5000002, -0.51486003
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8181818, 6.277272, -4.499998, -0.064418405
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5625, 5.575563, -2.4999998, -0.19366503
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8333333, 6.6148334, -2.4999998, -0.46527982
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 6.0343747, -7.9999948, 1.7546858
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 10.411, -0.5, -0.23411761
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 7.0832505, -2.0000002, -0.10955109
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5, 8.504999, -1.5000002, -0.4659443
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 5.4757504, -1.0000001, -0.28230858
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8125, 5.5303736, -1.5000002, -0.44711712
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.6875, 5.503063, -3.4999988, 0.12850271
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5555556, 6.5594435, -4.9999976, -0.33256128
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.625, 5.7507486, -4.499998, 0.493878
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.72727275, 6.2782726, -4.499998, 0.034544762
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5, 5.568499, -2.0000002, -0.55277216
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 6.373625, -2.9999993, -0.4155446
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5625, 5.9182515, -6.499996, 0.5285002
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8125, 5.4400015, -0.5, -0.24599557
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.4375, 5.401187, 0.0, 0.0
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.6666667, 6.3466663, -5.9999967, 1.1781652
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8333333, 6.793333, -3.4999988, -0.4309841
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8, 6.485999, -5.499997, 0.1488827
22.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8333333, 6.7341666, -2.9999993, -0.4160749
