TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.75, 13.7155, -11.000006, 1.4141676
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.75, 14.4605, -13.000013, 2.5838773
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.33333334, 15.276, -13.500015, 2.8208733
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.8333333, 11.123333, -14.500019, 4.8930497
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 1.0, 18.924, -3.9999983, -0.7474428
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 1.0, 19.408, -4.499998, 0.7707573
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.5, 12.771, -4.9999976, -0.38917214
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 1.0, 12.35775, -12.500011, 4.3248987
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 1.0, 15.249001, -5.9999967, -0.16800538
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.5, 12.904501, -11.000006, 2.8835058
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 1.0, 20.545, -5.499997, -0.7047633
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.6666667, 14.965332, -10.000002, 1.2533447
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 1.0, 14.1795, -6.9999957, 0.23724565
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.8, 12.058267, -37.000008, 22.677057
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.5, 12.089748, -11.500008, 3.429414
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.7777778, 9.566667, -19.500038, 9.515962
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.6666667, 12.735001, -7.9999948, 1.1972147
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.6666667, 12.572334, -7.499995, 0.1804578
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.75, 12.194251, -21.500046, 10.505147
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 1.0, 10.148714, -11.000006, 2.9513235
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 1.0, 13.878334, -10.500004, 1.3951063
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.8333333, 14.177999, -20.00004, 10.33755
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 0.75, 14.296001, -12.500011, 5.179245
35.0, 0.025, 3.0, 3.0, 0.1, 0.1, 1.0, 11.507001, -13.500015, 3.3413632
