TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5, 5.8318763, -7.9999948, 1.0795414
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.625, 6.5942497, -3.9999983, -0.38954082
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.6666667, 7.7116666, -2.0000002, -0.5933655
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 10.435, -0.5, -0.14318018
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.6666667, 5.587667, -2.9999993, -0.3068843
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.6666667, 5.774917, -5.9999967, 0.39611825
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 8.554999, -1.5000002, -0.36416557
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 11.035, -1.0000001, -0.37019375
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.6666667, 6.4795003, -6.9999957, 1.355519
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5, 8.4800005, -1.5000002, -0.37707397
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8333333, 6.429333, -1.5000002, -0.24062668
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 12.385, -2.0000002, -0.53932935
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 10.985, -1.0000001, -0.27084142
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.875, 6.2272487, -10.000002, 2.8073726
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.7777778, 6.2030005, -4.9999976, 0.14324874
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5625, 6.034376, -7.9999948, 1.1210762
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.625, 6.62625, -4.499998, -0.0813668
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.46666667, 5.6263347, -7.499995, 1.6205382
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.6666667, 6.826666, -3.4999988, -0.05749827
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.6666667, 6.5316668, -4.9999976, 0.078643665
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.6666667, 7.4283333, -1.5000002, -0.5266295
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.8888889, 6.127222, -4.499998, 0.026916064
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 8.83, -2.0000002, -0.60333276
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 7.9076667, -2.4999998, -0.6846152
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.5, 6.0395, -7.9999948, 1.2911054
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 10.985, -1.0000001, -0.41365442
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 0.75, 7.2525005, -2.4999998, -0.22646554
25.0, 0.025, 2.0, 2.0, 0.1, 0.1, 1.0, 8.155001, -1.0000001, -0.15450516
