TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
25.0, 0.025, 4.0, 0.1, 0.1, 0.625, 11.717625, -18.000032, 4.489119
25.0, 0.025, 4.0, 0.1, 0.1, 0.4375, 8.953749, -13.000013, 3.5776331
25.0, 0.025, 4.0, 0.1, 0.1, 0.71428573, 12.310714, -8.499996, -0.8875028
25.0, 0.025, 4.0, 0.1, 0.1, 0.6875, 10.750687, -15.000021, 2.5847716
25.0, 0.025, 4.0, 0.1, 0.1, 0.8125, 11.635001, -17.50003, 5.3688045
25.0, 0.025, 4.0, 0.1, 0.1, 0.6666667, 12.803336, -14.500019, 2.1750388
25.0, 0.025, 4.0, 0.1, 0.1, 0.6875, 12.724999, -19.500038, 4.865902
25.0, 0.025, 4.0, 0.1, 0.1, 0.25, 8.819939, -11.000006, 1.770735
25.0, 0.025, 4.0, 0.1, 0.1, 0.625, 8.712312, -11.500008, 0.77405834
25.0, 0.025, 4.0, 0.1, 0.1, 0.625, 11.606873, -17.000029, 4.5440445
25.0, 0.025, 4.0, 0.1, 0.1, 0.25, 7.5256257, -9.5, 2.0677478
25.0, 0.025, 4.0, 0.1, 0.1, 0.875, 12.0512495, -9.5, -0.43579057
25.0, 0.025, 4.0, 0.1, 0.1, 0.875, 13.671062, -19.500038, 6.734861
25.0, 0.025, 4.0, 0.1, 0.1, 0.625, 11.3792515, -17.000029, 4.8644867
25.0, 0.025, 4.0, 0.1, 0.1, 0.8125, 10.038125, -12.00001, 1.8226881
25.0, 0.025, 4.0, 0.1, 0.1, 0.8, 12.276335, -22.50005, 9.725813
25.0, 0.025, 4.0, 0.1, 0.1, 0.7692308, 12.274923, -15.000021, 3.5644405
25.0, 0.025, 4.0, 0.1, 0.1, 0.6875, 12.522, -19.500038, 6.76653
25.0, 0.025, 4.0, 0.1, 0.1, 0.875, 11.217503, -15.000021, 3.9781964
25.0, 0.025, 4.0, 0.1, 0.1, 0.8181818, 13.575726, -15.000021, 2.6294584
25.0, 0.025, 4.0, 0.1, 0.1, 0.8125, 12.347062, -17.50003, 5.2206078
25.0, 0.025, 4.0, 0.1, 0.1, 0.7777778, 12.342777, -11.000006, 0.6089415
25.0, 0.025, 4.0, 0.1, 0.1, 0.5625, 11.760625, -16.000025, 4.1873355
25.0, 0.025, 4.0, 0.1, 0.1, 0.75, 12.168689, -18.000032, 7.721518
25.0, 0.025, 4.0, 0.1, 0.1, 0.875, 12.8689995, -11.500008, 2.7196717
25.0, 0.025, 4.0, 0.1, 0.1, 0.5, 9.009375, -12.500011, 3.008348
25.0, 0.025, 4.0, 0.1, 0.1, 0.75, 10.097376, -15.500023, 4.029812
25.0, 0.025, 4.0, 0.1, 0.1, 0.9375, 11.729375, -15.500023, 5.3607497
25.0, 0.025, 4.0, 0.1, 0.1, 0.71428573, 13.967857, -8.999998, -1.0347637
25.0, 0.025, 4.0, 0.1, 0.1, 0.6875, 9.088751, -11.500008, 3.7381415
25.0, 0.025, 4.0, 0.1, 0.1, 0.5625, 8.352502, -11.000006, 2.6882043
25.0, 0.025, 4.0, 0.1, 0.1, 0.9, 11.142002, -10.000002, 1.609789
25.0, 0.025, 4.0, 0.1, 0.1, 0.6, 10.706, -9.5, 1.849799
25.0, 0.025, 4.0, 0.1, 0.1, 0.75, 11.867917, -11.500008, -0.2865694
25.0, 0.025, 4.0, 0.1, 0.1, 0.625, 11.550626, -16.500027, 5.100783
25.0, 0.025, 4.0, 0.1, 0.1, 0.8, 13.091301, -13.500015, 3.1810727
25.0, 0.025, 4.0, 0.1, 0.1, 0.6666667, 13.441667, -3.9999983, -1.2216377
25.0, 0.025, 4.0, 0.1, 0.1, 0.6875, 11.155625, -17.000029, 4.5254474
25.0, 0.025, 4.0, 0.1, 0.1, 0.8, 11.3584, -5.499997, -1.5809981
25.0, 0.025, 4.0, 0.1, 0.1, 0.5, 9.488812, -13.500015, 2.3950303
25.0, 0.025, 4.0, 0.1, 0.1, 0.7692308, 9.6102295, -11.000006, 1.061888
25.0, 0.025, 4.0, 0.1, 0.1, 0.5, 13.688001, -11.000006, 2.631464
25.0, 0.025, 4.0, 0.1, 0.1, 0.5625, 11.316751, -16.500027, 5.5674105
