TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
30.0, 0.025, 1.0, 0.1, 0.1, 0.5, 9.870001, -12.500011, 5.153604
30.0, 0.025, 1.0, 0.1, 0.1, 0.75, 12.334876, -23.000051, 14.567857
30.0, 0.025, 1.0, 0.1, 0.1, 0.75, 14.460249, -7.499995, 1.766187
30.0, 0.025, 1.0, 0.1, 0.1, 0.93333334, 13.924601, -30.50008, 20.61554
30.0, 0.025, 1.0, 0.1, 0.1, 0.90909094, 14.624546, -18.500034, 10.271167
30.0, 0.025, 1.0, 0.1, 0.1, 0.9230769, 13.88792, -22.50005, 13.610929
30.0, 0.025, 1.0, 0.1, 0.1, 0.6363636, 11.939001, -15.500023, 8.836161
30.0, 0.025, 1.0, 0.1, 0.1, 1.0, 19.839, -2.0000002, -0.19938207
30.0, 0.025, 1.0, 0.1, 0.1, 0.6875, 14.061, -27.000067, 17.590214
30.0, 0.025, 1.0, 0.1, 0.1, 0.90909094, 12.138181, -19.500038, 10.92828
30.0, 0.025, 1.0, 0.1, 0.1, 0.6666667, 14.720834, -11.500008, 5.231798
30.0, 0.025, 1.0, 0.1, 0.1, 0.625, 11.364876, -16.500027, 8.575445
30.0, 0.025, 1.0, 0.1, 0.1, 0.6923077, 13.59177, -25.00006, 15.728275
30.0, 0.025, 1.0, 0.1, 0.1, 0.6, 13.3669, -15.500023, 7.909086
30.0, 0.025, 1.0, 0.1, 0.1, 0.6666667, 13.345001, -13.500015, 6.143703
30.0, 0.025, 1.0, 0.1, 0.1, 1.0, 13.305, -13.500015, 6.5508146
30.0, 0.025, 1.0, 0.1, 0.1, 0.375, 14.010124, -13.000013, 5.951735
30.0, 0.025, 1.0, 0.1, 0.1, 0.71428573, 12.051928, -20.500042, 12.404444
30.0, 0.025, 1.0, 0.1, 0.1, 0.8333333, 12.979332, -8.999998, 2.8987834
30.0, 0.025, 1.0, 0.1, 0.1, 0.5, 13.483198, -16.500027, 8.2618065
30.0, 0.025, 1.0, 0.1, 0.1, 0.6875, 13.0999975, -24.000055, 15.017964
30.0, 0.025, 1.0, 0.1, 0.1, 0.9230769, 14.320309, -24.000055, 15.089293
30.0, 0.025, 1.0, 0.1, 0.1, 0.6363636, 12.053821, -13.500015, 6.7547994
30.0, 0.025, 1.0, 0.1, 0.1, 0.8181818, 14.335364, -21.500046, 12.847856
30.0, 0.025, 1.0, 0.1, 0.1, 0.7777778, 12.56589, -15.500023, 8.076814
30.0, 0.025, 1.0, 0.1, 0.1, 0.44444445, 10.742779, -13.000013, 5.9546423
30.0, 0.025, 1.0, 0.1, 0.1, 1.0, 19.705, -2.0000002, -0.290111
30.0, 0.025, 1.0, 0.1, 0.1, 0.8181818, 15.621817, -21.000044, 12.572228
30.0, 0.025, 1.0, 0.1, 0.1, 0.75, 12.008879, -24.500057, 15.708348
30.0, 0.025, 1.0, 0.1, 0.1, 0.75, 14.2318735, -31.500084, 21.357456
30.0, 0.025, 1.0, 0.1, 0.1, 0.71428573, 14.126428, -15.500023, 7.9177337
30.0, 0.025, 1.0, 0.1, 0.1, 0.71428573, 13.241571, -13.500015, 6.1263604
30.0, 0.025, 1.0, 0.1, 0.1, 1.0, 19.905499, -7.499995, 1.826243
30.0, 0.025, 1.0, 0.1, 0.1, 0.71428573, 12.091144, -10.000002, 3.7009857
