TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, FEATURES, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.3125, 15.834001, -17.50003, -0.047228597
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.125, 18.097126, -17.000029, -0.7374025
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.375, 19.63144, -17.000029, 0.21734704
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.3125, 21.014065, -19.500038, 2.5225434
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.125, 18.111435, -17.50003, 0.2235185
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.1875, 11.538814, -7.9999948, -1.1902412
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.1875, 17.028063, -10.500004, -1.1144396
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.4375, 17.389376, -17.50003, 0.91866565
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.25, 17.711126, -17.000029, -0.059210807
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.1875, 16.119375, -16.500027, 0.5484631
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.25, 14.272372, -8.499996, -1.1636535
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.1875, 19.516626, -19.500038, -0.44665083
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.25, 15.66069, -15.000021, 1.0899627
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 20.929752, -18.000032, 0.16702086
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 19.365875, -18.500034, 0.20324092
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 19.704935, -21.500046, 1.6128463
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 20.919188, -18.000032, -0.38425082
24.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.25, 17.392315, -17.000029, -0.075231835
