TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, FEATURES, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.301936, -22.000048, -0.68508464
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.991753, -29.000074, 1.4185765
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.4745, -24.000055, -0.011056446
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 11.036875, -29.500076, 3.0201695
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.280374, -22.50005, 1.4326935
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.517813, -24.500057, -0.044509754
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.201877, -22.000048, -1.6987278
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.351875, -23.000051, -1.9493513
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 11.046248, -30.000078, 5.254217
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.641689, -25.500061, -1.1856229
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.616998, -26.000063, 0.89437145
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.713313, -27.000067, 2.5229127
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.452686, -24.000055, 0.54457325
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.374939, -23.500053, 2.1635556
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.494687, -24.500057, -2.7816687
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.689937, -26.000063, 3.4486246
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.674314, -26.500065, -1.1224703
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.796688, -27.500069, -1.8133818
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.496936, -24.500057, -2.5885046
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.687438, -16.500027, -0.07132377
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.898812, -28.00007, 3.3029652
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.625249, -26.000063, 0.09231846
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 11.14119, -31.000082, 1.971035
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.279438, -22.50005, 0.8402127
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.386752, -24.000055, 1.1791724
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.923312, -28.500072, 3.324054
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.883063, -18.500034, -0.77274585
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.818937, -28.00007, 2.2957664
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.061312, -20.500042, -0.06781585
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.282624, -23.000051, 0.19410075
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.440998, -23.500053, -4.2422156
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.417813, -24.000055, 1.0535585
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.560125, -25.00006, 1.9584965
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.857063, -28.00007, 3.491863
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.857124, -28.500072, 1.3634498
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.762251, -27.000067, -0.7236757
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.598937, -25.500061, 0.42420852
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.0200615, -20.00004, -0.17015366
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.8295, -28.00007, 1.1409105
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.485752, -24.500057, -2.500843
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.41931, -24.000055, 2.4315841
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.763124, -27.500069, 1.1757216
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.423313, -24.000055, 2.1457722
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.5495, -25.00006, 0.928926
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.657437, -26.000063, 3.5797148
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 11.243313, -32.000084, 0.6537346
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.462188, -24.500057, 1.7197396
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.027124, -19.500038, -0.43461207
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 11.563186, -35.50003, 4.3432913
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.729377, -27.000067, 0.834876
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.375313, -23.000051, 0.71212524
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.616125, -25.500061, 1.115224
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.600688, -25.500061, -1.0592895
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.720687, -27.000067, 0.94352555
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.618751, -16.000025, -1.2239679
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.728688, -26.500065, 3.5582485
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.838814, -27.500069, 0.5271192
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.479813, -24.000055, -0.85707897
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.313623, -23.000051, -0.0734668
32.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 10.910061, -29.000074, -0.22541331
