TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, FEATURES, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.6875, 19.446436, -30.50008, 3.0412405
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.6875, 21.128876, -39.49997, 8.254943
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.625, 20.335312, -35.00004, 5.7728076
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.6875, 20.244186, -31.000082, 3.7581127
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.6875, 19.459188, -30.50008, 3.6925604
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.75, 20.395126, -33.00007, 3.0994434
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.875, 22.55406, -38.499985, 5.2342887
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5, 18.603441, -26.000063, 2.6428874
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5625, 17.150873, -27.000067, 3.9467533
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.8125, 20.244312, -31.000082, 3.1050756
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.75, 21.922812, -39.99996, 5.904241
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.625, 20.817062, -39.99996, 6.492333
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.6875, 19.668129, -36.500015, 4.8725944
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5, 19.804064, -37.999992, 5.292065
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.8125, 19.34525, -33.00007, 5.813844
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.4375, 19.619316, -28.500072, 1.2632809
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.8125, 20.201254, -30.50008, 5.180141
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.8125, 20.911312, -33.50006, 5.6553507
32.0, 0.025, 2.0, 3.0, 0.1, 0.1, 0.5, 18.183687, -33.00007, 4.8631144
