TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, FEATURES, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 20.451876, -29.000074, 3.0465481
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.3125, 25.470556, -40.499954, 5.7635703
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.75, 24.397186, -34.500046, 4.8736024
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.375, 24.730373, -37.999992, 8.016362
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 23.101126, -33.00007, 4.7198153
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 24.162935, -31.500084, 3.7947206
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 22.394005, -29.500076, 3.051571
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.25, 21.372375, -31.000082, 4.017191
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 23.816063, -28.500072, 2.7599258
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 21.760187, -27.000067, 3.4239075
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.25, 22.405064, -30.000078, 2.7645373
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.75, 27.210121, -39.99996, 5.55309
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 25.545567, -35.00004, 6.8897934
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.625, 28.01713, -43.49991, 7.5752773
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.6875, 27.21469, -42.999916, 6.5307865
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 20.672186, -31.500084, 4.414327
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 26.864935, -43.49991, 6.631128
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.6875, 27.278246, -43.9999, 7.0924926
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.625, 28.243, -49.99981, 7.1986775
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 24.804996, -35.00004, 4.21416
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 24.319122, -33.00007, 3.4775183
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.3125, 24.615437, -35.50003, 5.7287474
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.8125, 28.74119, -54.49974, 11.049158
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 22.667002, -32.000084, 4.112166
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.625, 28.189188, -48.999825, 7.673046
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.875, 28.786379, -43.9999, 8.26407
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 25.842121, -41.49994, 5.074768
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.6875, 26.543377, -33.00007, 4.427475
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.4375, 24.539316, -32.000084, 4.284545
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 21.181376, -29.000074, 5.2428694
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 23.656193, -34.500046, 5.1679645
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 22.923191, -30.50008, 3.4520063
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.375, 21.30788, -30.000078, 3.818155
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 23.263378, -26.000063, 2.2612748
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 22.68394, -32.000084, 4.9209332
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.625, 23.40481, -32.500076, 4.06121
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.75, 26.042501, -39.99996, 4.910391
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 22.239622, -31.500084, 3.4367054
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.4375, 22.635687, -32.000084, 2.605408
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 24.118252, -39.49997, 8.666216
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 28.074938, -51.99978, 9.441932
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.4375, 24.371063, -33.50006, 3.7392092
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.375, 23.045126, -36.000023, 4.3693304
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 23.144873, -29.000074, 4.1177278
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.4375, 21.17131, -28.500072, 3.4728565
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.75, 25.75694, -47.99984, 9.746101
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.75, 24.538748, -32.500076, 3.2268088
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 23.537, -29.000074, 3.5326624
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.6875, 28.026686, -43.49991, 6.3902116
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 21.254124, -26.000063, 2.9331908
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.75, 25.257563, -32.000084, 4.0775824
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.8125, 28.307627, -42.999916, 7.9234242
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.625, 24.441942, -31.000082, 4.154363
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.8125, 29.531002, -50.999794, 9.732597
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.375, 21.852629, -32.500076, 4.971304
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.4375, 23.267376, -30.50008, 3.722139
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.8125, 26.853626, -43.49991, 7.2465196
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 20.924812, -22.50005, 0.12772395
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.75, 25.921442, -37.5, 7.8601203
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.75, 26.921623, -37.000008, 3.8215601
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.6875, 23.321377, -31.000082, 5.002406
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.625, 23.01394, -35.50003, 5.4901366
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.6875, 26.108187, -36.500015, 5.663832
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 23.049122, -33.00007, 3.3727355
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.625, 25.78644, -36.000023, 3.4323766
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.4375, 19.13075, -23.500053, 1.4325815
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 27.460752, -38.499985, 5.8561444
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.4375, 23.235563, -30.50008, 3.989299
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 25.52069, -37.5, 5.0934477
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.4375, 24.607496, -36.500015, 3.9833646
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.4375, 25.355059, -36.500015, 4.381152
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.375, 23.470995, -32.500076, 4.0769153
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.375, 22.830376, -29.500076, 3.5301955
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.6875, 27.375874, -44.999886, 9.39245
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.6875, 24.836502, -31.000082, 3.7409608
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 26.17281, -43.9999, 9.311769
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.4375, 23.231937, -34.500046, 3.3216133
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.4375, 24.072815, -34.000053, 5.3319087
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 24.749308, -41.49994, 7.395243
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 23.824375, -36.000023, 4.9966764
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.75, 25.410059, -33.00007, 4.665969
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.375, 19.517555, -23.000051, 1.2251929
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 24.137815, -38.999977, 5.355259
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.8125, 27.239626, -43.49991, 8.759637
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 24.491125, -37.999992, 6.1875014
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 24.613504, -36.500015, 5.292285
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 23.127562, -33.00007, 2.2455795
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.375, 23.124313, -29.000074, 3.6887333
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 25.816998, -40.499954, 7.7015495
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.3125, 23.913372, -32.500076, 1.4633121
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.3125, 23.05681, -32.000084, 4.8566833
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.6875, 27.423252, -37.999992, 4.116158
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.625, 23.601944, -30.000078, 3.4160109
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 26.16337, -39.99996, 6.5900583
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.375, 23.0095, -35.50003, 5.276315
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 25.175192, -38.499985, 6.5536
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5625, 24.365307, -34.000053, 3.9169772
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.6875, 26.368938, -38.999977, 5.22755
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.5, 24.255314, -36.000023, 6.9436326
32.0, 0.025, 2.0, 4.0, 0.1, 0.1, 0.75, 26.931376, -40.499954, 6.4042587
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.375, 24.365812, -187.5, 2.0532827
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.625, 25.638506, -195.0, 3.157303
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.8125, 28.727438, -260.0, 6.114178
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.25, 18.58406, -107.5, -1.4478097
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.5625, 27.026876, -210.0, 3.311583
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.625, 23.615437, -150.0, -0.7599865
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.6875, 25.859127, -165.0, 3.1899705
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.875, 29.637691, -240.0, 3.8756263
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.875, 26.846252, -177.5, 3.6022267
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.6875, 23.515562, -145.0, 1.4555101
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.75, 26.736126, -175.0, 3.9236288
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.625, 27.065062, -207.5, 2.6223476
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.5, 26.83388, -220.0, 4.4905853
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.5, 25.936316, -210.0, 4.1404595
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.6875, 28.051434, -215.0, 3.09327
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.4375, 24.476746, -175.0, 0.9089937
32.0, 0.025, 2.0, 4.0, 0.1, 0.5, 0.375, 22.851498, -167.5, 0.8382947
