TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, FEATURES, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.18425, -10.500004, -0.23664351
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.14325, -10.500004, -0.33141553
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.864751, -7.9999948, -0.43825552
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.842751, -8.499996, -0.27506042
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.999938, -9.5, 0.03716774
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.352187, -13.000013, 0.19432808
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.919875, -8.499996, -0.65097547
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.798812, -7.9999948, -0.95161515
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.599625, -16.000025, 1.6956412
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.806189, -7.9999948, -1.1371428
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.863061, -7.9999948, -0.6116264
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.839624, -7.9999948, -0.4956892
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.987626, -9.5, -0.35068557
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.976065, -8.999998, 0.17430958
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.89606, -7.9999948, -1.2112839
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.496561, -14.500019, 1.8014423
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.993374, -9.5, -0.6870735
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.633688, -16.000025, -0.1577384
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.17325, -11.500008, -0.7993273
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.107876, -10.500004, 0.30486935
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.837938, -7.9999948, 0.18708424
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.005187, -9.5, -0.4565612
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.172438, -11.500008, -0.28990608
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.370813, -13.000013, 0.36180782
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.83725, -7.9999948, -0.41447285
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.849875, -7.9999948, -0.14171778
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.832436, -7.9999948, -0.2540264
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 8.944254, -8.999998, -0.629663
22.0, 0.025, 2.0, 1.0, 0.1, 0.1, 1.0, 9.052376, -10.000002, -0.46230954
