TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, FEATURES, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.125, 9.246001, -7.9999948, -3.324457
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 10.890063, -9.5, -1.3049922
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 11.809626, -10.500004, -1.6865767
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 11.478063, -11.000006, -2.3384893
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.1875, 9.971561, -7.9999948, -2.402559
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.0, 10.726061, -7.9999948, -3.3178275
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 12.302249, -12.00001, -3.4940412
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 11.892187, -7.9999948, -2.3829675
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.1875, 12.508189, -14.500019, -1.0079757
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.4375, 13.703378, -15.000021, -4.8537445
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 11.928685, -7.9999948, -2.602415
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.4375, 11.848315, -11.000006, -2.6032844
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 14.228877, -16.500027, -2.4886155
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 13.152188, -13.000013, -3.0642462
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.1875, 10.412126, -7.9999948, -2.2524426
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 13.186247, -8.999998, -4.303465
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 9.989125, -7.9999948, -1.7468127
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.0625, 11.16131, -8.499996, -1.8562331
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5, 9.625063, -7.9999948, -3.3907886
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 9.68425, -8.999998, -2.1979573
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.0, 10.936936, -9.5, -2.823479
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 10.704374, -7.9999948, -3.1984959
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5, 11.959563, -8.999998, -4.2610946
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 13.123437, -8.999998, -3.1916635
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 12.680627, -8.499996, -3.2337675
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 12.67244, -12.500011, -2.5477695
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.1875, 9.993999, -7.9999948, -1.6835711
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.1875, 11.9985, -13.000013, -1.6424894
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 10.809062, -7.9999948, -2.241584
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.1875, 11.526251, -11.000006, -2.6778846
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.4375, 12.283124, -7.9999948, -3.2578707
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 13.602186, -9.5, -1.2069165
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 10.739125, -7.9999948, -3.120138
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 10.159564, -9.5, -2.7653894
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 10.78556, -7.9999948, -1.2830154
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.0625, 11.583124, -16.500027, -2.072286
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.0, 10.882874, -9.5, -3.1426973
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 13.417812, -8.499996, -3.092404
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 11.382375, -10.000002, -1.8369765
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.4375, 15.508438, -17.50003, -2.2158372
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.125, 10.246561, -10.500004, -2.7041857
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.4375, 9.235939, -7.9999948, -2.8028996
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 14.042125, -14.500019, -2.1729538
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 10.0043125, -7.9999948, -2.3435433
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.125, 12.662313, -7.9999948, -2.6705558
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 11.842752, -7.9999948, -1.4017931
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 12.641497, -11.500008, -3.16435
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 12.352188, -8.499996, -3.1882327
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5625, 10.898748, -8.999998, -2.928151
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 8.861565, -7.9999948, -3.0941496
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5, 13.348874, -15.000021, -0.83211714
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 11.877376, -7.9999948, -1.9868991
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 16.787064, -18.500034, -4.3032846
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.4375, 15.354809, -7.9999948, 0.540674
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 11.995187, -8.999998, -3.4196098
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 14.181064, -19.500038, -2.16133
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 11.873062, -7.9999948, -3.1109111
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 13.540626, -13.000013, -1.317494
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 10.780626, -7.9999948, -2.2302115
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 12.832065, -9.5, -4.133826
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5625, 17.578623, -15.500023, 1.5146117
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.1875, 12.038813, -9.5, -3.159491
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 12.370752, -8.999998, -3.5036442
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5625, 17.33969, -17.000029, 0.34264505
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.125, 11.554376, -8.499996, -2.849858
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5, 12.017249, -8.999998, -2.9231644
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 15.456937, -17.50003, -3.1836436
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 14.771002, -13.500015, -2.983688
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 14.434814, -14.500019, -0.3078292
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 11.17256, -7.9999948, -2.6214864
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 14.37006, -18.000032, -1.9269987
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 10.071624, -8.999998, -2.4821117
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 15.3933735, -16.500027, -3.4979634
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.1875, 11.943438, -8.499996, -2.865884
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 10.366562, -7.9999948, -1.5374302
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 9.976187, -7.9999948, -1.3586065
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.125, 11.498439, -7.9999948, -2.3754718
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 11.554625, -7.9999948, -1.0372291
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.625, 9.212873, -7.9999948, -2.7654965
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.25, 12.367875, -12.00001, -2.2831857
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5625, 15.575378, -18.500034, 0.0593419
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.3125, 11.79775, -11.000006, -3.4748695
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.1875, 9.649812, -7.9999948, -1.9778186
22.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.375, 12.617688, -11.500008, -2.2761223
