TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, FEATURES, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.6875, 17.7, -36.000023, 1.5279325
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5, 17.741873, -32.500076, 3.3512037
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.6875, 20.52781, -44.999886, 7.4038596
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.8125, 23.132502, -47.499847, 5.566744
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.8125, 23.378689, -57.999687, 9.36718
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5625, 20.005812, -39.49997, 1.4723834
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.8125, 23.887188, -59.499664, 8.074812
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 22.586124, -42.499924, 4.11792
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 21.101936, -42.999916, 6.857032
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.8125, 24.113123, -53.499756, 2.7208245
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.4375, 19.004498, -34.500046, 0.25178692
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 22.91819, -53.499756, 6.6864877
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 22.004374, -47.99984, 5.3402243
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.8125, 23.22119, -52.49977, 6.5585938
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 23.378933, -55.499725, 9.720763
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.9375, 24.525, -54.49974, 2.1151068
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 22.75244, -47.99984, 7.6771536
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5625, 19.466627, -41.99993, 5.7088537
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.6875, 22.716251, -51.499786, 6.3761654
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.6875, 20.740068, -50.999794, 7.7996926
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 23.609188, -54.999733, 7.8315077
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5625, 20.489565, -48.499832, 4.8817205
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.6875, 21.896624, -43.49991, -0.37440142
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 22.065123, -48.999825, 3.8342514
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 23.1175, -47.99984, 4.0044785
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.625, 20.31156, -35.00004, 2.4079318
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5625, 20.768187, -47.99984, 7.7911706
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.8125, 22.894314, -48.499832, 8.135546
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 22.987873, -46.999855, 6.0707273
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 21.236319, -40.499954, 3.1391294
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 25.024067, -56.49971, 6.0627346
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.4375, 19.439436, -33.50006, 4.2786155
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 24.1235, -58.999672, 8.022273
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.8125, 21.770813, -41.99993, 3.9763288
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 25.063623, -63.999596, 14.782935
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.625, 19.40481, -37.999992, 3.3771477
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5625, 20.051935, -39.99996, 3.2474146
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.625, 20.615187, -41.49994, 1.9097236
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 19.26669, -33.00007, 2.580411
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.9375, 25.431873, -56.49971, 8.30533
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5625, 20.721622, -46.999855, 5.695465
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 24.586, -61.999626, 10.59773
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 21.780752, -42.499924, 5.0727153
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 21.79756, -42.499924, 4.5052958
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 22.956188, -42.499924, 3.107807
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 24.68081, -56.49971, 9.856178
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.8125, 22.721748, -51.499786, 7.222574
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.6875, 20.809124, -39.99996, 2.1279101
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.8125, 21.739187, -45.499878, 3.830793
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 22.042877, -52.49977, 7.503662
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.6875, 21.491562, -43.49991, 7.2925034
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.8125, 22.092, -45.499878, 5.19944
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 24.979439, -58.999672, 5.5374
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.8125, 21.424564, -42.999916, 11.365357
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5, 17.611937, -35.00004, 0.23044178
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5, 21.216251, -50.999794, 7.5275946
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 22.3305, -39.49997, 2.6211388
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.6875, 22.20956, -45.499878, 8.52563
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 21.781813, -42.499924, 4.8242865
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.625, 20.996185, -41.99993, 0.86356944
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 23.734997, -50.4998, 11.6935215
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 21.007874, -35.00004, 0.86574423
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 23.596497, -49.499817, 3.3744698
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5, 21.381626, -45.499878, 8.673073
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5625, 20.924374, -45.499878, 4.273893
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.6875, 20.148315, -37.5, 1.3609047
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.4375, 20.734188, -42.999916, 2.5829134
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 21.495062, -39.99996, 3.011674
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 22.207314, -46.999855, 9.432583
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.8125, 22.590313, -46.999855, 4.3651485
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.625, 19.132248, -37.999992, 3.8929505
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.6875, 20.920124, -38.499985, 3.6618612
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 23.728556, -45.99987, 3.534129
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 24.918814, -61.999626, 10.043
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 22.67375, -46.499863, 7.7618184
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.6875, 21.466122, -49.99981, 10.157155
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.75, 22.909563, -50.4998, 5.7063627
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.875, 24.785124, -56.999702, 11.445055
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.5625, 22.042751, -56.49971, 7.6265807
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.9375, 23.742123, -50.999794, 7.035582
35.0, 0.025, 4.0, 3.0, 0.1, 0.1, 0.6875, 23.100689, -47.499847, 9.482439
