TICKS, ALPHA, INIT-VALUE-UPPR-BOUND, FEATURES, D1, D2, ACCURACY, PROBLEM-RT, REWARD-BOLD, RPE-BOLD
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.825, -7.9999948, -2.1126096
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.810124, -7.9999948, -2.3895497
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.894874, -7.9999948, -2.2809403
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.949563, -8.999998, -1.2460289
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.035064, -10.000002, -0.94578856
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.115625, -10.500004, -2.6498303
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.851189, -7.9999948, -2.3749638
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.517061, -14.500019, -2.5616584
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.882126, -7.9999948, -0.54258287
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.0295, -9.5, -2.9647381
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.118124, -10.500004, -1.9863976
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.879623, -7.9999948, -1.5389678
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.985937, -9.5, -1.723813
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.065752, -10.000002, -0.85272086
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.432624, -14.000017, -4.07061
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.289688, -12.500011, 0.44232002
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.323626, -13.000013, -2.6711342
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.847626, -7.9999948, -2.7046695
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.941937, -8.999998, -2.8635197
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.831438, -7.9999948, -1.3194022
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.893001, -7.9999948, -0.3991322
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.990872, -8.999998, -2.2849033
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.874626, -7.9999948, -2.0192683
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.952626, -8.999998, -1.4736238
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.857437, -7.9999948, -1.0320361
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.277435, -12.00001, -1.199786
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.206813, -12.00001, -1.7986367
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.820813, -8.499996, -1.4749032
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.852189, -7.9999948, -1.6859007
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.049313, -10.000002, -1.8254791
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.951125, -8.999998, -4.1347623
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.861313, -7.9999948, -1.5024319
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.282438, -12.500011, -1.1574084
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.925939, -8.999998, -0.44619125
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.068936, -10.000002, -2.5955312
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.895376, -8.499996, -2.782162
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.566376, -15.500023, -1.4723326
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.8499975, -7.9999948, -1.6072934
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.482, -14.500019, -1.7421908
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.239126, -12.00001, -3.7890978
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.044999, -10.000002, -0.6222814
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.252126, -12.500011, -1.3930261
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.065063, -10.500004, -0.9478595
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.152751, -11.000006, -1.4952872
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.125189, -11.000006, 0.0118245315
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 8.986312, -8.999998, -2.9307613
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.001689, -9.5, -1.0000863
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.37575, -13.500015, -1.7321211
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.094876, -10.500004, -1.6550086
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.4955, -14.500019, -1.6086475
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.067377, -10.000002, -1.4799935
22.0, 0.025, 4.0, 1.0, 0.1, 0.1, 1.0, 9.206938, -11.500008, -1.6365243
